,B_mag,Proton_Temp,Proton_dens,Plasma_speed,AP_ratio,Flow_pres,E,Alfven_MN,Kp,R,DST,AE_index,Proton_flux1,Proton_flux2,Proton_flux4,Proton_flux10,Proton_flux30,Proton_flux60,Ap,PC_index,AL_index,AU_index,Mag_MN
1964.001,5.9,106557.2,30.7,328.0,0.04,6.82,-1.46,11.8,17.0,0.0,11.0,48.0,105.72,51.17,21.27,7.53,2.19,1.07,6.0,1.07,-126.64,78.34,5.64
1964.004,6.15,106557.2,20.78,416.72,0.04,6.06,-0.45,10.45,32.04,10.53,-15.06,235.97,105.72,51.17,21.27,7.53,2.19,1.07,29.56,1.07,-126.64,78.34,5.64
1964.007,5.13,106557.2,15.26,444.28,0.04,4.75,-0.23,10.93,33.7,11.02,-20.74,222.24,105.72,51.17,21.27,7.53,2.19,1.07,26.69,1.07,-126.64,78.34,5.64
1964.01,4.67,106557.2,12.47,456.3,0.04,4.07,0.04,11.03,33.52,11.01,-21.81,207.57,105.72,51.17,21.27,7.53,2.19,1.07,24.75,1.07,-126.64,78.34,5.64
1964.0120000000002,4.15,106557.2,10.88,439.88,0.04,3.51,0.12,11.18,30.79,12.63,-21.24,186.45,105.72,51.17,21.27,7.53,2.19,1.07,21.37,1.07,-126.64,78.34,5.64
1964.015,3.8,106557.2,9.92,428.09,0.04,3.16,0.16,11.4,27.79,14.72,-20.36,165.62,105.72,51.17,21.27,7.53,2.19,1.07,18.61,1.07,-126.64,78.34,5.64
1964.0179999999998,3.72,106557.2,9.88,412.27,0.04,2.99,0.22,11.14,26.22,16.79,-19.15,160.6,105.72,51.17,21.27,7.53,2.19,1.07,16.92,1.07,-126.64,78.34,5.64
1964.02,3.59,106557.2,9.99,395.32,0.04,2.84,0.2,10.88,24.54,17.7,-17.35,150.98,105.72,51.17,21.27,7.53,2.19,1.07,15.53,1.07,-126.64,78.34,5.64
1964.023,3.6,106557.2,10.3,406.05,0.04,3.19,0.18,11.16,25.5,17.85,-16.06,156.54,105.72,51.17,21.27,7.53,2.19,1.07,16.04,1.07,-126.64,78.34,5.64
1964.026,3.51,106557.2,9.91,416.68,0.04,3.23,0.18,11.23,26.27,18.28,-15.65,155.77,105.72,51.17,21.27,7.53,2.19,1.07,16.55,1.07,-126.64,78.34,5.64
1964.029,3.41,106557.2,9.47,418.76,0.04,3.12,0.17,11.41,25.68,19.18,-15.21,149.45,105.72,51.17,21.27,7.53,2.19,1.07,15.75,1.07,-126.64,78.34,5.64
1964.031,3.31,106557.2,9.2,410.13,0.04,2.96,0.14,11.53,24.6,20.02,-14.68,141.19,105.72,51.17,21.27,7.53,2.19,1.07,14.92,1.07,-126.64,78.34,5.64
1964.0339999999999,3.31,106557.2,9.02,401.24,0.04,2.82,0.14,11.53,23.68,21.53,-13.99,133.57,105.72,51.17,21.27,7.53,2.19,1.07,14.21,1.07,-126.64,78.34,5.64
1964.037,3.31,106557.2,9.06,389.94,0.04,2.7,0.14,11.53,22.15,22.52,-13.18,125.71,105.72,51.17,21.27,7.53,2.19,1.07,13.24,1.07,-126.64,78.34,5.64
1964.04,3.31,106557.2,10.13,377.66,0.04,2.67,0.14,11.53,20.83,23.17,-12.0,119.24,105.72,51.17,21.27,7.53,2.19,1.07,12.46,1.07,-126.64,78.34,5.64
1964.0420000000001,3.31,106557.2,13.39,373.53,0.04,3.24,0.14,11.53,21.88,23.23,-11.87,128.05,105.72,51.17,21.27,7.53,2.19,1.07,13.4,1.07,-126.64,78.34,5.64
1964.045,3.45,106557.2,12.98,374.35,0.04,3.17,0.13,11.25,22.38,23.58,-12.24,128.35,105.72,51.17,21.27,7.53,2.19,1.07,13.62,1.07,-126.64,78.34,5.64
1964.0479999999998,3.6,106557.2,12.67,374.33,0.04,3.11,0.14,11.02,22.07,22.85,-12.23,125.14,105.72,51.17,21.27,7.53,2.19,1.07,13.24,1.07,-126.64,78.34,5.64
1964.0510000000002,3.73,106557.2,12.4,372.66,0.04,3.04,0.15,10.73,21.57,22.75,-12.0,122.93,105.72,51.17,21.27,7.53,2.19,1.07,12.9,1.07,-126.64,78.34,5.64
1964.0529999999999,3.91,106557.2,12.33,370.17,0.04,3.0,0.18,10.53,21.33,22.45,-11.68,119.64,105.72,51.17,21.27,7.53,2.19,1.07,12.53,1.07,-126.64,78.34,5.64
1964.056,3.91,106557.2,12.17,364.3,0.04,2.91,0.17,10.37,20.41,22.18,-11.15,115.35,105.72,51.17,21.27,7.53,2.19,1.07,12.01,1.07,-126.64,78.34,5.64
1964.059,3.94,106557.2,12.26,358.26,0.04,2.85,0.18,10.22,19.91,21.93,-10.66,112.32,105.72,51.17,21.27,7.53,2.19,1.07,11.62,1.07,-126.64,78.34,5.64
1964.0610000000001,3.8,106557.2,12.48,352.69,0.04,2.8,0.15,10.17,19.46,21.7,-9.76,109.0,105.72,51.17,21.27,7.53,2.19,1.07,11.27,1.07,-126.64,78.34,5.64
1964.0639999999999,3.8,106557.2,12.48,352.69,0.04,2.8,0.15,10.17,19.79,21.89,-9.5,110.98,105.72,51.17,21.27,7.53,2.19,1.07,11.26,1.07,-126.64,78.34,5.64
1964.067,3.7,106557.2,12.51,352.66,0.04,2.82,0.12,10.95,20.1,22.02,-9.23,111.54,105.72,51.17,21.27,7.53,2.19,1.07,11.46,1.07,-126.64,78.34,5.64
1964.07,3.59,106557.2,12.27,352.76,0.04,2.78,0.1,11.72,19.97,21.74,-9.26,110.2,105.72,51.17,21.27,7.53,2.19,1.07,11.28,1.07,-126.64,78.34,5.64
1964.0720000000001,3.49,106557.2,12.06,351.75,0.04,2.73,0.08,12.48,19.58,21.43,-9.05,107.59,105.72,51.17,21.27,7.53,2.19,1.07,10.99,1.07,-126.64,78.34,5.64
1964.075,3.49,106557.2,12.06,351.75,0.04,2.73,0.08,12.48,19.59,21.95,-8.4,107.22,105.72,51.17,21.27,7.53,2.19,1.07,10.92,1.07,-126.64,78.34,5.64
1964.078,3.61,106557.2,11.71,356.69,0.04,2.68,0.1,12.12,20.23,22.58,-8.61,112.35,105.72,51.17,21.27,7.53,2.19,1.07,11.29,1.07,-126.64,78.34,5.64
1964.0810000000001,3.58,106557.2,11.39,361.44,0.04,2.64,0.06,11.94,20.33,22.92,-8.69,111.51,105.72,51.17,21.27,7.53,2.19,1.07,11.24,1.07,-126.64,78.34,5.64
1964.0829999999999,3.57,106557.2,11.18,366.41,0.04,2.64,0.06,11.84,20.77,22.71,-8.64,115.42,105.72,51.17,21.27,7.53,2.19,1.07,11.76,1.07,-126.64,78.34,5.64
1964.086,3.57,106557.2,11.18,366.41,0.04,2.64,0.06,11.84,20.85,21.94,-8.82,114.4,105.72,51.17,21.27,7.53,2.19,1.07,11.7,1.07,-126.64,78.34,5.64
1964.089,3.54,106557.2,10.99,366.47,0.04,2.61,0.07,11.74,20.72,21.23,-8.72,113.33,105.72,51.17,21.27,7.53,2.19,1.07,11.58,1.07,-126.64,78.34,5.64
1964.092,3.49,106557.2,10.88,364.64,0.04,2.57,0.07,11.79,20.28,20.55,-8.48,110.83,105.72,51.17,21.27,7.53,2.19,1.07,11.27,1.07,-126.64,78.34,5.64
1964.094,3.44,106557.2,10.94,362.4,0.04,2.56,0.05,11.63,20.37,19.91,-8.31,111.4,105.72,51.17,21.27,7.53,2.19,1.07,11.29,1.07,-126.64,78.34,5.64
1964.0970000000002,3.44,106557.2,11.54,362.91,0.04,2.75,0.05,11.63,20.36,19.31,-8.03,111.14,105.72,51.17,21.27,7.53,2.19,1.07,11.28,1.07,-126.64,78.34,5.64
1964.1,3.45,106557.2,11.43,366.32,0.04,2.78,0.07,11.69,20.94,18.74,-8.44,115.69,105.72,51.17,21.27,7.53,2.19,1.07,11.87,1.07,-126.64,78.34,5.64
1964.102,3.42,106557.2,11.29,367.59,0.04,2.76,0.09,11.69,21.2,18.63,-8.68,116.82,105.72,51.17,21.27,7.53,2.19,1.07,11.96,1.07,-126.64,78.34,5.64
1964.105,3.41,106557.2,11.32,366.81,0.04,2.76,0.1,11.84,21.45,18.64,-8.83,119.13,105.72,51.17,21.27,7.53,2.19,1.07,12.18,1.07,-126.64,78.34,5.64
1964.108,3.41,106557.2,11.32,366.81,0.04,2.76,0.1,11.84,21.68,18.84,-9.2,120.5,105.72,51.17,21.27,7.53,2.19,1.07,12.26,1.07,-126.64,78.34,5.64
1964.111,3.38,106557.2,11.15,365.73,0.04,2.72,0.11,11.81,21.64,18.71,-9.3,119.55,105.72,51.17,21.27,7.53,2.19,1.07,12.12,1.07,-126.64,78.34,5.64
1964.1129999999998,3.3,106557.2,11.05,364.24,0.04,2.68,0.11,11.99,21.25,18.51,-9.21,117.8,105.72,51.17,21.27,7.53,2.19,1.07,11.88,1.07,-126.64,78.34,5.64
1964.116,3.3,106557.2,11.05,364.24,0.04,2.68,0.11,11.99,21.4,18.03,-8.95,118.42,105.72,51.17,21.27,7.53,2.19,1.07,11.93,1.07,-126.64,78.34,5.64
1964.119,3.3,106557.2,11.05,364.24,0.04,2.68,0.11,11.99,21.87,17.58,-9.25,124.24,105.72,51.17,21.27,7.53,2.19,1.07,12.44,1.07,-126.64,78.34,5.64
1964.122,3.38,106557.2,11.02,363.95,0.04,2.68,0.11,11.84,21.9,17.44,-9.37,123.27,105.72,51.17,21.27,7.53,2.19,1.07,12.38,1.07,-126.64,78.34,5.64
1964.124,3.43,106557.2,11.02,363.01,0.04,2.67,0.11,11.72,21.78,17.48,-9.34,122.13,105.72,51.17,21.27,7.53,2.19,1.07,12.25,1.07,-126.64,78.34,5.64
1964.1270000000002,3.43,106557.2,11.02,363.01,0.04,2.67,0.11,11.72,21.57,17.66,-9.23,120.81,105.72,51.17,21.27,7.53,2.19,1.07,12.08,1.07,-126.64,78.34,5.64
1964.13,3.43,106557.2,11.02,363.01,0.04,2.67,0.11,11.72,21.46,17.97,-9.09,120.44,105.72,51.17,21.27,7.53,2.19,1.07,11.93,1.07,-126.64,78.34,5.64
1964.1329999999998,3.43,106557.2,10.99,361.53,0.04,2.65,0.11,11.72,21.27,18.06,-8.93,119.1,105.72,51.17,21.27,7.53,2.19,1.07,11.78,1.07,-126.64,78.34,5.64
1964.135,3.43,106557.2,10.98,359.97,0.04,2.63,0.11,11.72,20.86,18.08,-8.77,117.14,105.72,51.17,21.27,7.53,2.19,1.07,11.55,1.07,-126.64,78.34,5.64
1964.138,3.43,106557.2,10.98,359.97,0.04,2.63,0.11,11.72,20.99,18.41,-8.44,117.93,105.72,51.17,21.27,7.53,2.19,1.07,11.7,1.07,-126.64,78.34,5.64
1964.141,3.43,106557.2,10.98,359.97,0.04,2.63,0.11,11.72,21.12,19.21,-8.85,118.74,105.72,51.17,21.27,7.53,2.19,1.07,11.77,1.07,-126.64,78.34,5.64
1964.1429999999998,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.04,20.06,-8.94,118.57,105.72,51.17,21.27,7.53,2.19,1.07,11.67,1.07,-126.64,78.34,5.64
1964.146,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,20.95,21.24,-8.96,117.68,105.72,51.17,21.27,7.53,2.19,1.07,11.59,1.07,-126.64,78.34,5.64
1964.149,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,20.87,22.08,-8.79,116.77,105.72,51.17,21.27,7.53,2.19,1.07,11.5,1.07,-126.64,78.34,5.64
1964.152,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.05,22.68,-8.76,117.72,105.72,51.17,21.27,7.53,2.19,1.07,11.65,1.07,-126.64,78.34,5.64
1964.154,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.23,23.18,-8.9,118.49,105.72,51.17,21.27,7.53,2.19,1.07,11.78,1.07,-126.64,78.34,5.64
1964.1570000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.35,23.68,-8.94,118.5,105.72,51.17,21.27,7.53,2.19,1.07,11.84,1.07,-126.64,78.34,5.64
1964.16,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.52,24.15,-8.91,119.68,105.72,51.17,21.27,7.53,2.19,1.07,11.94,1.07,-126.64,78.34,5.64
1964.1629999999998,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.49,24.46,-8.89,118.95,105.72,51.17,21.27,7.53,2.19,1.07,11.86,1.07,-126.64,78.34,5.64
1964.165,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.27,24.73,-8.83,117.34,105.72,51.17,21.27,7.53,2.19,1.07,11.72,1.07,-126.64,78.34,5.64
1964.168,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,20.93,24.49,-8.63,115.67,105.72,51.17,21.27,7.53,2.19,1.07,11.52,1.07,-126.64,78.34,5.64
1964.171,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,20.86,24.39,-8.27,114.92,105.72,51.17,21.27,7.53,2.19,1.07,11.43,1.07,-126.64,78.34,5.64
1964.1729999999998,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.39,24.15,-8.81,121.66,105.72,51.17,21.27,7.53,2.19,1.07,12.17,1.07,-126.64,78.34,5.64
1964.1760000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.78,23.91,-9.26,125.65,105.72,51.17,21.27,7.53,2.19,1.07,12.54,1.07,-126.64,78.34,5.64
1964.1789999999999,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.92,23.49,-9.58,126.62,105.72,51.17,21.27,7.53,2.19,1.07,12.62,1.07,-126.64,78.34,5.64
1964.182,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.01,23.46,-9.78,126.6,105.72,51.17,21.27,7.53,2.19,1.07,12.61,1.07,-126.64,78.34,5.64
1964.184,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.2,23.3,-9.94,128.17,105.72,51.17,21.27,7.53,2.19,1.07,12.71,1.07,-126.64,78.34,5.64
1964.1870000000001,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.11,23.1,-10.04,127.53,105.72,51.17,21.27,7.53,2.19,1.07,12.64,1.07,-126.64,78.34,5.64
1964.19,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.91,22.71,-10.07,126.78,105.72,51.17,21.27,7.53,2.19,1.07,12.5,1.07,-126.64,78.34,5.64
1964.193,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.82,22.69,-10.04,126.5,105.72,51.17,21.27,7.53,2.19,1.07,12.42,1.07,-126.64,78.34,5.64
1964.195,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.96,22.86,-10.2,126.59,105.72,51.17,21.27,7.53,2.19,1.07,12.48,1.07,-126.64,78.34,5.64
1964.1979999999999,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.93,23.41,-10.18,125.88,105.72,51.17,21.27,7.53,2.19,1.07,12.41,1.07,-126.64,78.34,5.64
1964.201,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.95,23.76,-10.15,125.95,105.72,51.17,21.27,7.53,2.19,1.07,12.37,1.07,-126.64,78.34,5.64
1964.204,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.96,24.04,-10.11,125.57,105.72,51.17,21.27,7.53,2.19,1.07,12.35,1.07,-126.64,78.34,5.64
1964.2060000000001,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.93,24.29,-9.92,124.41,105.72,51.17,21.27,7.53,2.19,1.07,12.28,1.07,-126.64,78.34,5.64
1964.2089999999998,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.9,24.36,-9.86,124.4,105.72,51.17,21.27,7.53,2.19,1.07,12.24,1.07,-126.64,78.34,5.64
1964.2120000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.67,24.17,-9.72,123.11,105.72,51.17,21.27,7.53,2.19,1.07,12.1,1.07,-126.64,78.34,5.64
1964.214,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.45,24.03,-9.48,121.74,105.72,51.17,21.27,7.53,2.19,1.07,11.96,1.07,-126.64,78.34,5.64
1964.217,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.38,23.92,-9.19,121.62,105.72,51.17,21.27,7.53,2.19,1.07,11.9,1.07,-126.64,78.34,5.64
1964.22,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.4,24.0,-9.11,121.46,105.72,51.17,21.27,7.53,2.19,1.07,11.9,1.07,-126.64,78.34,5.64
1964.223,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.63,24.31,-9.07,123.48,105.72,51.17,21.27,7.53,2.19,1.07,12.14,1.07,-126.64,78.34,5.64
1964.225,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.9,24.59,-9.15,125.9,105.72,51.17,21.27,7.53,2.19,1.07,12.4,1.07,-126.64,78.34,5.64
1964.2279999999998,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.07,24.79,-9.25,127.34,105.72,51.17,21.27,7.53,2.19,1.07,12.5,1.07,-126.64,78.34,5.64
1964.231,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.18,24.91,-9.29,127.71,105.72,51.17,21.27,7.53,2.19,1.07,12.55,1.07,-126.64,78.34,5.64
1964.234,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.19,24.97,-9.36,127.03,105.72,51.17,21.27,7.53,2.19,1.07,12.53,1.07,-126.64,78.34,5.64
1964.236,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.98,24.96,-9.28,125.7,105.72,51.17,21.27,7.53,2.19,1.07,12.39,1.07,-126.64,78.34,5.64
1964.239,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.67,24.9,-9.17,124.33,105.72,51.17,21.27,7.53,2.19,1.07,12.22,1.07,-126.64,78.34,5.64
1964.2420000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.51,24.71,-8.94,123.12,105.72,51.17,21.27,7.53,2.19,1.07,12.09,1.07,-126.64,78.34,5.64
1964.245,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.72,24.52,-9.08,125.47,105.72,51.17,21.27,7.53,2.19,1.07,12.28,1.07,-126.64,78.34,5.64
1964.247,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.52,24.34,-9.2,124.34,105.72,51.17,21.27,7.53,2.19,1.07,12.16,1.07,-126.64,78.34,5.64
1964.25,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.67,24.21,-9.35,126.88,105.72,51.17,21.27,7.53,2.19,1.07,12.61,1.07,-126.64,78.34,5.64
1964.253,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.88,23.89,-9.85,129.15,105.72,51.17,21.27,7.53,2.19,1.07,12.79,1.07,-126.64,78.34,5.64
1964.255,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.03,23.82,-10.1,130.61,105.72,51.17,21.27,7.53,2.19,1.07,12.86,1.07,-126.64,78.34,5.64
1964.2579999999998,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.04,23.51,-10.29,130.92,105.72,51.17,21.27,7.53,2.19,1.07,12.84,1.07,-126.64,78.34,5.64
1964.261,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.05,23.4,-10.42,131.44,105.72,51.17,21.27,7.53,2.19,1.07,12.81,1.07,-126.64,78.34,5.64
1964.264,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.94,23.31,-10.41,130.59,105.72,51.17,21.27,7.53,2.19,1.07,12.73,1.07,-126.64,78.34,5.64
1964.266,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.95,23.3,-10.42,130.82,105.72,51.17,21.27,7.53,2.19,1.07,12.69,1.07,-126.64,78.34,5.64
1964.269,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,22.01,23.24,-10.38,131.07,105.72,51.17,21.27,7.53,2.19,1.07,12.71,1.07,-126.64,78.34,5.64
1964.2720000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.95,23.14,-10.39,130.49,105.72,51.17,21.27,7.53,2.19,1.07,12.63,1.07,-126.64,78.34,5.64
1964.275,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.8,23.02,-10.32,129.65,105.72,51.17,21.27,7.53,2.19,1.07,12.54,1.07,-126.64,78.34,5.64
1964.277,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.82,22.88,-10.31,130.53,105.72,51.17,21.27,7.53,2.19,1.07,12.56,1.07,-126.64,78.34,5.64
1964.28,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.67,22.74,-10.24,129.42,105.72,51.17,21.27,7.53,2.19,1.07,12.45,1.07,-126.64,78.34,5.64
1964.283,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.56,22.59,-10.06,128.32,105.72,51.17,21.27,7.53,2.19,1.07,12.36,1.07,-126.64,78.34,5.64
1964.286,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.42,22.45,-9.9,127.43,105.72,51.17,21.27,7.53,2.19,1.07,12.26,1.07,-126.64,78.34,5.64
1964.2879999999998,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.4,22.31,-9.76,127.44,105.72,51.17,21.27,7.53,2.19,1.07,12.22,1.07,-126.64,78.34,5.64
1964.2910000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.39,22.18,-9.68,127.25,105.72,51.17,21.27,7.53,2.19,1.07,12.18,1.07,-126.64,78.34,5.64
1964.2939999999999,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.49,22.14,-9.68,127.68,105.72,51.17,21.27,7.53,2.19,1.07,12.22,1.07,-126.64,78.34,5.64
1964.296,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.59,22.01,-9.61,128.44,105.72,51.17,21.27,7.53,2.19,1.07,12.33,1.07,-126.64,78.34,5.64
1964.299,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.77,21.75,-9.63,129.1,105.72,51.17,21.27,7.53,2.19,1.07,12.44,1.07,-126.64,78.34,5.64
1964.3020000000001,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.83,21.66,-9.6,129.09,105.72,51.17,21.27,7.53,2.19,1.07,12.47,1.07,-126.64,78.34,5.64
1964.305,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.81,21.73,-9.6,128.6,105.72,51.17,21.27,7.53,2.19,1.07,12.43,1.07,-126.64,78.34,5.64
1964.307,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.64,21.77,-9.53,127.49,105.72,51.17,21.27,7.53,2.19,1.07,12.31,1.07,-126.64,78.34,5.64
1964.31,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.47,21.79,-9.38,126.43,105.72,51.17,21.27,7.53,2.19,1.07,12.21,1.07,-126.64,78.34,5.64
1964.3129999999999,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.34,21.92,-9.17,125.4,105.72,51.17,21.27,7.53,2.19,1.07,12.11,1.07,-126.64,78.34,5.64
1964.316,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.36,21.88,-9.03,125.8,105.72,51.17,21.27,7.53,2.19,1.07,12.1,1.07,-126.64,78.34,5.64
1964.318,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.38,21.75,-9.05,126.16,105.72,51.17,21.27,7.53,2.19,1.07,12.08,1.07,-126.64,78.34,5.64
1964.3210000000001,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.55,21.51,-9.11,128.58,105.72,51.17,21.27,7.53,2.19,1.07,12.23,1.07,-126.64,78.34,5.64
1964.3239999999998,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.76,21.27,-9.3,130.83,105.72,51.17,21.27,7.53,2.19,1.07,12.46,1.07,-126.64,78.34,5.64
1964.3270000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.82,21.04,-9.41,131.54,105.72,51.17,21.27,7.53,2.19,1.07,12.5,1.07,-126.64,78.34,5.64
1964.329,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.76,20.81,-9.39,131.85,105.72,51.17,21.27,7.53,2.19,1.07,12.48,1.07,-126.64,78.34,5.64
1964.332,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.89,20.7,-9.61,133.07,105.72,51.17,21.27,7.53,2.19,1.07,12.6,1.07,-126.64,78.34,5.64
1964.335,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.9,20.47,-9.71,133.67,105.72,51.17,21.27,7.53,2.19,1.07,12.58,1.07,-126.64,78.34,5.64
1964.3370000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.8,20.25,-9.71,132.76,105.72,51.17,21.27,7.53,2.19,1.07,12.49,1.07,-126.64,78.34,5.64
1964.34,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.64,20.2,-9.64,131.84,105.72,51.17,21.27,7.53,2.19,1.07,12.4,1.07,-126.64,78.34,5.64
1964.3429999999998,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.63,20.21,-9.54,131.81,105.72,51.17,21.27,7.53,2.19,1.07,12.36,1.07,-126.64,78.34,5.64
1964.346,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.5,20.17,-9.42,130.84,105.72,51.17,21.27,7.53,2.19,1.07,12.27,1.07,-126.64,78.34,5.64
1964.348,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.35,20.14,-9.35,130.1,105.72,51.17,21.27,7.53,2.19,1.07,12.18,1.07,-126.64,78.34,5.64
1964.351,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.16,20.08,-9.19,129.01,105.72,51.17,21.27,7.53,2.19,1.07,12.06,1.07,-126.64,78.34,5.64
1964.354,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,20.97,19.99,-9.01,128.08,105.72,51.17,21.27,7.53,2.19,1.07,11.95,1.07,-126.64,78.34,5.64
1964.3570000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.09,19.9,-8.89,130.07,105.72,51.17,21.27,7.53,2.19,1.07,12.04,1.07,-126.64,78.34,5.64
1964.359,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.11,19.8,-9.2,131.43,105.72,51.17,21.27,7.53,2.19,1.07,12.11,1.07,-126.64,78.34,5.64
1964.362,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,20.97,19.6,-9.23,130.59,105.72,51.17,21.27,7.53,2.19,1.07,12.01,1.07,-126.64,78.34,5.64
1964.365,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,20.99,19.4,-9.07,130.5,105.72,51.17,21.27,7.53,2.19,1.07,12.07,1.07,-126.64,78.34,5.64
1964.3670000000002,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.15,19.35,-9.03,131.11,105.72,51.17,21.27,7.53,2.19,1.07,12.22,1.07,-126.64,78.34,5.64
1964.37,3.43,106557.2,10.96,358.99,0.04,2.62,0.11,11.72,21.31,19.4,-9.11,132.08,105.72,51.17,21.27,7.53,2.19,1.07,12.38,1.07,-126.64,78.34,5.64
