,B_mag,Proton_Temp,Proton_dens,Plasma_speed,AP_ratio,Flow_pres,E,Alfven_MN,Kp,R,DST,AE_index,Proton_flux1,Proton_flux2,Proton_flux4,Proton_flux10,Proton_flux30,Proton_flux60,Ap,PC_index,AL_index,AU_index,Mag_MN
1994.015,5.0,123179.36,8.87,450.93,0.05,3.21,-0.07,9.93,24.08,80.89,-18.26,217.72,29.35,14.57,7.14,3.46,1.16,0.71,14.68,1.17,-136.8,80.03,5.75
1994.0179999999998,5.0,123179.36,8.87,450.93,0.05,3.21,-0.07,9.93,24.02,81.17,-18.19,217.02,29.21,14.5,7.1,3.44,1.15,0.71,14.63,1.17,-136.38,79.75,5.75
1994.021,5.0,123179.36,8.87,450.93,0.05,3.21,-0.07,9.93,23.99,81.36,-18.1,216.45,29.07,14.43,7.07,3.43,1.15,0.71,14.59,1.16,-136.06,79.49,5.75
1994.023,5.0,123179.36,8.87,450.93,0.05,3.21,-0.07,9.93,23.9,81.44,-17.97,215.6,28.93,14.36,7.04,3.41,1.15,0.7,14.53,1.16,-135.52,79.18,5.75
1994.026,5.0,122716.9,8.91,450.23,0.05,3.21,-0.07,9.93,23.8,81.38,-17.81,214.66,28.79,14.29,7.01,3.4,1.14,0.7,14.47,1.15,-134.89,78.87,5.75
1994.029,5.04,125044.9,8.94,450.85,0.05,3.24,-0.07,9.91,23.84,81.28,-17.71,214.93,28.65,14.23,6.98,3.39,1.14,0.7,14.52,1.15,-134.97,79.06,5.74
1994.0320000000002,5.04,125533.58,8.9,452.25,0.05,3.23,-0.07,9.91,23.92,81.18,-17.76,215.61,28.83,14.2,6.95,3.37,1.14,0.7,14.59,1.16,-135.47,79.25,5.75
1994.0339999999999,5.04,126621.63,8.88,453.69,0.05,3.24,-0.07,9.9,24.0,81.1,-17.76,216.19,29.0,14.19,6.93,3.36,1.14,0.7,14.64,1.16,-135.86,79.43,5.75
1994.037,5.04,127348.48,8.85,454.94,0.05,3.24,-0.07,9.91,24.07,80.96,-17.78,216.84,28.99,14.16,6.9,3.35,1.13,0.7,14.7,1.17,-136.34,79.6,5.76
1994.04,5.04,127658.06,8.82,455.9,0.05,3.24,-0.07,9.9,24.11,80.81,-17.81,217.31,28.92,14.11,6.88,3.34,1.13,0.7,14.73,1.17,-136.66,79.75,5.76
1994.0420000000001,5.04,128318.38,8.79,456.9,0.05,3.23,-0.07,9.9,24.16,80.62,-17.84,217.63,28.8,14.05,6.85,3.32,1.13,0.7,14.75,1.18,-136.82,79.91,5.76
1994.045,5.03,129011.63,8.76,458.02,0.05,3.23,-0.06,9.9,24.23,80.41,-17.89,218.3,28.67,13.99,6.82,3.31,1.12,0.69,14.81,1.18,-137.25,80.15,5.77
1994.0479999999998,5.03,129011.63,8.76,458.02,0.05,3.23,-0.06,9.9,24.3,80.23,-17.92,218.88,28.54,13.93,6.79,3.3,1.12,0.69,14.85,1.18,-137.71,80.28,5.77
1994.0510000000002,5.03,129011.63,8.76,458.02,0.05,3.23,-0.06,9.9,24.36,80.03,-17.98,219.4,28.4,13.86,6.76,3.28,1.12,0.69,14.91,1.19,-138.11,80.39,5.77
1994.0529999999999,5.03,129011.63,8.76,458.02,0.05,3.23,-0.06,9.9,24.39,79.89,-17.98,219.36,28.26,13.79,6.73,3.27,1.12,0.69,14.9,1.19,-138.11,80.36,5.77
1994.056,5.03,129011.63,8.76,458.02,0.05,3.23,-0.06,9.9,24.37,79.88,-17.98,219.24,28.12,13.73,6.7,3.26,1.11,0.69,14.87,1.19,-138.03,80.32,5.77
1994.059,5.02,128739.37,8.76,457.87,0.05,3.23,-0.06,9.91,24.35,79.95,-17.95,218.94,27.99,13.67,6.67,3.24,1.11,0.69,14.84,1.19,-137.78,80.27,5.77
1994.0620000000001,5.03,128589.42,8.77,457.92,0.05,3.23,-0.07,9.93,24.31,79.99,-17.88,218.25,27.85,13.6,6.64,3.23,1.11,0.69,14.8,1.18,-137.29,80.06,5.77
1994.0639999999999,5.03,128289.44,8.77,457.61,0.05,3.23,-0.07,9.92,24.24,80.11,-17.8,217.45,27.72,13.54,6.61,3.22,1.11,0.69,14.75,1.18,-136.74,79.82,5.77
1994.067,5.05,127755.51,8.74,456.83,0.05,3.22,-0.07,9.89,24.18,80.19,-17.74,216.76,27.58,13.47,6.58,3.21,1.1,0.69,14.7,1.17,-136.18,79.68,5.76
1994.07,5.05,128299.18,8.74,457.03,0.05,3.22,-0.07,9.87,24.25,80.28,-17.71,216.91,27.45,13.41,6.55,3.19,1.1,0.68,14.74,1.18,-136.27,79.73,5.75
1994.0729999999999,5.05,128950.84,8.73,457.62,0.05,3.22,-0.07,9.87,24.29,80.3,-17.7,217.62,27.32,13.35,6.52,3.18,1.1,0.68,14.76,1.18,-136.87,79.84,5.75
1994.075,5.04,129329.1,8.7,458.23,0.05,3.22,-0.07,9.87,24.32,80.26,-17.7,217.89,27.18,13.28,6.49,3.17,1.1,0.68,14.77,1.18,-137.17,79.81,5.76
1994.078,5.04,129379.66,8.68,458.55,0.05,3.22,-0.08,9.86,24.31,80.18,-17.67,217.64,27.05,13.22,6.46,3.16,1.09,0.68,14.75,1.18,-137.09,79.65,5.76
1994.0810000000001,5.03,129485.62,8.66,458.61,0.05,3.21,-0.07,9.86,24.31,80.06,-17.65,217.49,26.92,13.16,6.43,3.14,1.09,0.68,14.73,1.18,-137.03,79.55,5.76
1994.0839999999998,5.03,129485.62,8.66,458.61,0.05,3.21,-0.07,9.86,24.28,79.85,-17.62,217.07,26.79,13.1,6.4,3.13,1.09,0.68,14.7,1.18,-136.77,79.39,5.76
1994.086,5.03,129485.62,8.66,458.61,0.05,3.21,-0.07,9.86,24.23,79.67,-17.56,216.39,26.67,13.04,6.38,3.12,1.09,0.68,14.65,1.18,-136.32,79.17,5.76
1994.089,5.03,129485.62,8.66,458.61,0.05,3.21,-0.07,9.86,24.22,79.52,-17.56,216.46,26.54,12.97,6.35,3.11,1.08,0.68,14.65,1.17,-136.47,79.1,5.76
1994.092,5.03,129485.62,8.66,458.61,0.05,3.21,-0.07,9.86,24.22,79.41,-17.54,216.35,26.44,12.92,6.32,3.09,1.08,0.68,14.63,1.17,-136.41,79.04,5.76
1994.095,5.03,129858.1,8.64,458.41,0.05,3.2,-0.07,9.85,24.23,79.36,-17.51,216.38,26.33,12.86,6.29,3.08,1.08,0.67,14.62,1.17,-136.45,79.04,5.75
1994.0970000000002,5.06,129661.6,8.64,458.56,0.05,3.2,-0.06,9.83,24.31,79.26,-17.61,217.98,26.21,12.8,6.27,3.07,1.07,0.67,14.71,1.18,-137.5,79.58,5.75
1994.1,5.07,131740.59,8.65,459.22,0.05,3.23,-0.04,9.82,24.45,79.17,-17.91,220.84,26.09,12.74,6.24,3.06,1.07,0.67,14.95,1.2,-139.93,80.02,5.75
1994.1029999999998,5.07,133051.64,8.64,460.51,0.05,3.24,-0.03,9.82,24.59,79.13,-18.18,222.62,25.97,12.69,6.21,3.05,1.07,0.67,15.19,1.21,-141.34,80.39,5.75
1994.105,5.07,133968.16,8.61,461.92,0.05,3.24,-0.03,9.81,24.75,79.05,-18.42,224.47,26.13,12.64,6.18,3.03,1.07,0.67,15.43,1.23,-142.82,80.75,5.75
1994.108,5.07,134504.54,8.58,463.49,0.05,3.24,-0.02,9.82,24.84,78.96,-18.59,226.0,26.62,12.62,6.16,3.02,1.06,0.67,15.54,1.24,-144.0,81.1,5.76
1994.111,5.06,135072.38,8.55,464.88,0.05,3.24,-0.02,9.82,24.95,78.81,-18.76,227.4,26.78,12.59,6.13,3.01,1.06,0.67,15.66,1.25,-145.03,81.46,5.77
1994.114,5.05,135654.21,8.53,466.01,0.05,3.25,-0.02,9.83,25.08,78.65,-18.93,228.94,26.73,12.54,6.11,3.0,1.06,0.67,15.83,1.26,-146.16,81.87,5.77
1994.116,5.05,135654.21,8.53,466.01,0.05,3.25,-0.02,9.83,25.17,78.53,-19.08,230.07,26.62,12.48,6.08,2.99,1.06,0.67,15.92,1.26,-146.9,82.25,5.77
1994.119,5.05,135654.21,8.53,466.01,0.05,3.25,-0.02,9.83,25.26,78.5,-19.22,231.2,26.51,12.43,6.06,2.98,1.05,0.66,16.04,1.27,-147.7,82.59,5.77
1994.122,5.05,135654.21,8.53,466.01,0.05,3.25,-0.02,9.83,25.35,78.4,-19.35,232.15,26.39,12.38,6.03,2.96,1.05,0.66,16.15,1.28,-148.36,82.88,5.77
1994.125,5.05,135654.21,8.53,466.01,0.05,3.25,-0.02,9.83,25.42,78.27,-19.46,232.74,26.27,12.32,6.0,2.95,1.05,0.66,16.2,1.28,-148.73,83.09,5.77
1994.1270000000002,5.03,136443.84,8.5,467.11,0.05,3.24,-0.02,9.84,25.48,78.17,-19.55,233.16,26.14,12.26,5.98,2.94,1.05,0.66,16.24,1.28,-149.02,83.22,5.78
1994.13,5.03,136611.65,8.48,467.4,0.05,3.24,-0.02,9.84,25.48,78.11,-19.57,232.99,26.02,12.21,5.95,2.93,1.04,0.66,16.21,1.28,-148.86,83.21,5.79
1994.1329999999998,5.03,136461.81,8.48,467.23,0.05,3.24,-0.02,9.83,25.44,78.04,-19.55,232.29,25.89,12.15,5.92,2.92,1.04,0.66,16.16,1.28,-148.31,83.06,5.78
1994.136,5.03,136639.94,8.46,467.63,0.05,3.24,-0.02,9.83,25.5,77.87,-19.57,232.86,25.77,12.09,5.9,2.91,1.04,0.66,16.21,1.28,-148.63,83.3,5.79
1994.138,5.02,136538.6,8.43,467.94,0.05,3.23,-0.02,9.83,25.52,77.6,-19.62,233.05,32.44,16.52,7.62,3.1,1.06,0.67,16.21,1.29,-148.77,83.36,5.79
1994.141,5.03,139175.73,8.45,469.17,0.05,3.28,-0.02,9.81,25.68,77.36,-19.77,235.36,83.98,41.97,16.27,4.48,1.2,0.8,16.6,1.3,-150.44,84.01,5.78
1994.144,5.02,139507.36,8.42,470.38,0.05,3.28,-0.01,9.79,25.78,77.25,-20.14,236.8,86.24,42.67,16.38,4.47,1.19,0.8,16.84,1.31,-151.6,84.29,5.78
1994.1470000000002,5.01,139618.97,8.39,471.02,0.05,3.27,-0.01,9.79,25.79,77.12,-20.29,236.79,86.21,42.57,16.33,4.45,1.19,0.8,16.81,1.31,-151.7,84.18,5.78
1994.149,5.01,139525.01,8.36,471.31,0.05,3.27,-0.01,9.79,25.73,76.99,-20.36,235.95,85.95,42.42,16.26,4.44,1.19,0.8,16.75,1.3,-151.14,83.9,5.78
1994.152,5.01,139525.01,8.36,471.31,0.05,3.27,-0.01,9.79,25.75,76.83,-20.44,235.78,85.6,42.23,16.18,4.42,1.18,0.79,16.74,1.3,-150.96,83.91,5.78
1994.155,5.01,139525.01,8.36,471.31,0.05,3.27,-0.01,9.79,25.7,76.69,-20.48,235.13,85.2,42.03,16.11,4.4,1.18,0.79,16.69,1.3,-150.54,83.68,5.78
1994.158,5.01,139525.01,8.36,471.31,0.05,3.27,-0.01,9.79,25.66,76.6,-20.49,234.5,84.79,41.83,16.03,4.38,1.18,0.79,16.64,1.29,-150.14,83.45,5.78
1994.16,5.01,139604.42,8.36,471.08,0.05,3.26,-0.01,9.79,25.63,76.58,-20.47,234.04,84.38,41.63,15.96,4.36,1.17,0.79,16.61,1.29,-149.87,83.25,5.78
1994.1629999999998,5.0,139531.85,8.37,470.75,0.05,3.26,-0.02,9.8,25.64,76.56,-20.46,233.63,83.97,41.43,15.88,4.34,1.17,0.79,16.59,1.29,-149.63,83.08,5.78
1994.1660000000002,5.0,139551.69,8.37,470.75,0.05,3.27,-0.02,9.79,25.66,76.6,-20.46,234.02,83.57,41.23,15.81,4.33,1.17,0.79,16.6,1.29,-150.0,83.1,5.78
1994.168,5.04,139181.47,8.37,470.64,0.05,3.26,-0.03,9.76,25.7,76.68,-20.55,234.78,83.18,41.03,15.73,4.31,1.16,0.78,16.63,1.3,-150.6,83.26,5.77
1994.171,5.05,138958.99,8.37,470.34,0.05,3.26,-0.05,9.74,25.62,76.7,-20.5,233.81,82.77,40.83,15.66,4.29,1.16,0.78,16.57,1.29,-149.97,82.91,5.76
1994.174,5.05,138582.01,8.39,469.9,0.05,3.27,-0.05,9.75,25.58,76.69,-20.45,233.14,82.36,40.63,15.58,4.27,1.16,0.78,16.52,1.28,-149.52,82.7,5.76
1994.1770000000001,5.05,138381.18,8.41,469.56,0.05,3.27,-0.04,9.75,25.56,76.76,-20.45,233.0,81.95,40.43,15.51,4.25,1.16,0.78,16.5,1.28,-149.33,82.76,5.76
1994.1789999999999,5.07,139755.59,8.43,470.09,0.05,3.29,-0.04,9.74,25.7,76.76,-20.65,234.76,81.55,40.23,15.43,4.24,1.15,0.78,16.74,1.3,-150.71,83.13,5.76
1994.182,5.09,141120.35,8.41,471.24,0.05,3.3,-0.04,9.73,25.84,76.72,-20.89,236.59,81.17,40.03,15.36,4.22,1.15,0.78,16.91,1.31,-152.04,83.63,5.76
1994.185,5.09,141120.35,8.41,471.24,0.05,3.3,-0.04,9.73,25.97,76.65,-21.1,238.58,80.8,39.84,15.29,4.2,1.15,0.77,17.15,1.32,-153.47,84.19,5.76
1994.1879999999999,5.09,141120.35,8.41,471.24,0.05,3.3,-0.04,9.73,26.09,76.48,-21.28,240.37,80.41,39.65,15.21,4.18,1.14,0.77,17.29,1.33,-154.79,84.66,5.76
1994.19,5.09,141120.35,8.41,471.24,0.05,3.3,-0.04,9.73,26.19,76.34,-21.46,242.02,80.02,39.45,15.14,4.16,1.14,0.77,17.4,1.34,-156.0,85.09,5.76
1994.193,5.09,141313.26,8.38,472.15,0.05,3.3,-0.03,9.73,26.3,76.26,-21.59,243.31,79.63,39.26,15.07,4.15,1.14,0.77,17.49,1.35,-156.98,85.42,5.76
1994.1960000000001,5.09,141525.91,8.36,472.93,0.05,3.29,-0.03,9.72,26.35,76.15,-21.72,243.92,79.25,39.07,15.0,4.13,1.13,0.77,17.54,1.35,-157.42,85.59,5.77
1994.1989999999998,5.09,142056.88,8.33,473.88,0.05,3.29,-0.03,9.72,26.43,75.9,-21.84,245.12,78.87,38.89,14.93,4.11,1.13,0.77,17.62,1.36,-158.25,85.95,5.77
1994.201,5.08,142871.57,8.31,475.16,0.05,3.29,-0.02,9.73,26.54,75.72,-22.01,246.75,78.48,38.7,14.86,4.09,1.13,0.76,17.76,1.37,-159.36,86.48,5.78
1994.204,5.08,143398.93,8.28,476.27,0.05,3.29,-0.02,9.74,26.59,75.5,-22.1,247.44,78.09,38.51,14.79,4.08,1.12,0.76,17.79,1.37,-159.87,86.65,5.78
1994.207,5.07,143858.02,8.26,477.4,0.05,3.29,-0.02,9.75,26.67,75.29,-22.22,248.68,77.71,38.32,14.72,4.06,1.12,0.76,17.88,1.38,-160.75,87.01,5.79
1994.21,5.06,144106.57,8.23,478.19,0.05,3.28,-0.02,9.75,26.7,75.05,-22.29,248.83,77.32,38.13,14.65,4.04,1.12,0.76,17.89,1.38,-160.96,86.96,5.8
1994.2120000000002,5.06,144250.44,8.2,478.53,0.05,3.28,-0.02,9.76,26.72,74.77,-22.38,249.09,76.94,37.95,14.58,4.03,1.12,0.76,17.88,1.38,-161.23,86.95,5.8
1994.215,5.05,143947.27,8.2,478.53,0.05,3.28,-0.02,9.77,26.72,74.46,-22.4,249.11,76.56,37.76,14.51,4.01,1.11,0.76,17.85,1.38,-161.17,87.03,5.81
1994.2179999999998,5.04,143947.27,8.2,478.53,0.05,3.28,-0.02,9.77,26.79,74.22,-22.41,249.72,76.19,37.58,14.44,3.99,1.11,0.75,17.9,1.38,-161.49,87.32,5.81
1994.221,5.04,143947.27,8.2,478.53,0.05,3.28,-0.02,9.77,26.82,74.03,-22.41,249.77,75.81,37.39,14.37,3.97,1.11,0.75,17.91,1.38,-161.58,87.28,5.81
1994.223,5.04,143947.27,8.2,478.53,0.05,3.28,-0.02,9.77,26.85,73.82,-22.43,250.19,75.44,37.21,14.3,3.96,1.11,0.75,17.93,1.38,-161.91,87.37,5.81
1994.226,5.04,143947.27,8.2,478.53,0.05,3.28,-0.02,9.77,26.86,73.69,-22.44,250.25,75.07,37.03,14.23,3.94,1.1,0.75,17.93,1.38,-161.99,87.35,5.81
1994.229,5.04,144266.0,8.18,478.75,0.05,3.27,-0.03,9.77,26.88,73.6,-22.45,250.43,74.7,36.85,14.17,3.93,1.1,0.75,17.92,1.38,-162.14,87.38,5.81
1994.2320000000002,5.04,144045.81,8.16,478.91,0.05,3.27,-0.04,9.77,26.84,73.41,-22.44,249.76,74.33,36.67,14.1,3.91,1.1,0.75,17.88,1.37,-161.67,87.17,5.81
1994.234,5.04,143603.63,8.16,478.65,0.05,3.26,-0.04,9.77,26.81,73.16,-22.41,249.34,73.96,36.49,14.03,3.89,1.09,0.75,17.84,1.37,-161.37,87.05,5.81
1994.237,5.04,143617.96,8.15,478.47,0.05,3.26,-0.04,9.77,26.81,72.9,-22.41,249.16,73.6,36.31,13.97,3.88,1.09,0.74,17.81,1.37,-161.2,87.04,5.81
1994.24,5.04,143640.46,8.14,478.34,0.05,3.26,-0.05,9.75,26.76,72.64,-22.36,248.23,73.24,36.13,13.9,3.86,1.09,0.74,17.75,1.36,-160.53,86.78,5.81
1994.2420000000002,5.04,143582.68,8.13,478.14,0.05,3.25,-0.05,9.74,26.76,72.47,-22.35,248.42,72.88,35.96,13.84,3.84,1.09,0.74,17.73,1.36,-160.67,86.83,5.8
1994.245,5.04,143495.32,8.12,477.97,0.05,3.25,-0.05,9.74,26.7,72.29,-22.31,247.62,72.52,35.78,13.77,3.83,1.08,0.74,17.67,1.35,-160.09,86.6,5.8
1994.2479999999998,5.04,143274.57,8.12,477.59,0.05,3.25,-0.06,9.73,26.65,72.08,-22.26,247.12,72.17,35.61,13.7,3.81,1.08,0.74,17.62,1.35,-159.74,86.46,5.8
1994.251,5.05,143109.64,8.16,477.19,0.05,3.25,-0.05,9.73,26.75,71.72,-22.35,248.45,71.81,35.44,13.64,3.8,1.08,0.74,17.79,1.36,-160.63,86.89,5.8
1994.253,5.05,143109.64,8.16,477.19,0.05,3.25,-0.05,9.73,26.93,71.36,-22.56,250.39,71.47,35.26,13.58,3.78,1.08,0.74,18.16,1.37,-162.1,87.36,5.8
1994.256,5.05,143109.64,8.16,477.19,0.05,3.25,-0.05,9.73,27.06,71.0,-22.8,252.24,71.13,35.09,13.51,3.77,1.07,0.73,18.37,1.38,-163.54,87.77,5.8
1994.259,5.05,143109.64,8.16,477.19,0.05,3.25,-0.05,9.73,27.16,70.71,-22.95,253.84,70.79,34.92,13.45,3.75,1.07,0.73,18.48,1.39,-164.81,88.11,5.8
1994.2620000000002,5.04,143887.1,8.13,478.73,0.05,3.26,-0.05,9.74,27.27,70.36,-23.09,255.65,70.46,34.76,13.38,3.73,1.07,0.73,18.62,1.39,-166.11,88.61,5.81
1994.264,5.03,144416.54,8.1,480.18,0.05,3.26,-0.04,9.74,27.37,70.01,-23.24,257.01,70.12,34.59,13.32,3.72,1.07,0.73,18.74,1.4,-167.16,88.92,5.81
1994.267,5.03,144902.71,8.08,481.59,0.05,3.25,-0.04,9.74,27.47,69.73,-23.39,258.79,69.78,34.42,13.26,3.7,1.06,0.73,18.84,1.41,-168.54,89.32,5.82
1994.27,5.03,145291.49,8.05,482.96,0.05,3.25,-0.03,9.74,27.58,69.45,-23.53,260.94,69.43,34.25,13.2,3.69,1.06,0.73,19.01,1.42,-170.26,89.75,5.83
1994.273,5.03,145558.16,8.02,484.03,0.05,3.25,-0.03,9.75,27.68,69.18,-23.64,262.33,69.09,34.09,13.13,3.67,1.06,0.73,19.11,1.43,-171.33,90.07,5.84
1994.275,5.02,146178.95,8.0,485.26,0.05,3.25,-0.02,9.75,27.77,68.93,-23.8,263.85,68.75,33.92,13.07,3.66,1.06,0.72,19.24,1.44,-172.55,90.38,5.84
1994.2779999999998,5.01,146446.22,7.97,486.33,0.05,3.24,-0.02,9.75,27.83,68.67,-23.89,264.62,68.42,33.76,13.01,3.64,1.05,0.72,19.29,1.44,-173.12,90.59,5.85
1994.281,5.01,146887.59,7.94,487.28,0.05,3.24,-0.02,9.76,27.91,68.44,-23.97,265.69,68.08,33.59,12.95,3.63,1.05,0.72,19.35,1.45,-173.94,90.83,5.85
1994.2839999999999,5.0,147252.16,7.92,488.23,0.05,3.24,-0.02,9.76,27.95,68.2,-24.07,266.36,67.76,33.43,12.89,3.61,1.05,0.72,19.38,1.45,-174.43,91.01,5.86
1994.286,5.0,147252.16,7.92,488.23,0.05,3.24,-0.02,9.76,27.98,68.02,-24.13,267.0,67.47,33.29,12.83,3.6,1.05,0.72,19.38,1.45,-174.95,91.13,5.86
1994.289,5.0,147252.16,7.92,488.23,0.05,3.24,-0.02,9.76,28.04,67.78,-24.22,267.83,67.17,33.13,12.77,3.58,1.04,0.72,19.45,1.46,-175.4,91.51,5.86
1994.2920000000001,5.0,147252.16,7.92,488.23,0.05,3.24,-0.02,9.76,28.18,67.59,-24.62,269.02,66.86,32.97,12.71,3.57,1.04,0.72,19.85,1.47,-176.52,91.58,5.86
1994.295,5.0,147252.16,7.92,488.23,0.05,3.24,-0.02,9.76,28.21,67.4,-24.74,269.28,66.54,32.81,12.65,3.55,1.04,0.71,19.85,1.47,-176.78,91.57,5.86
1994.297,5.0,147185.38,7.89,488.91,0.05,3.24,-0.02,9.75,28.2,67.24,-24.77,269.05,66.21,32.65,12.59,3.54,1.03,0.71,19.83,1.47,-176.6,91.53,5.86
1994.3,4.99,147033.09,7.87,489.14,0.05,3.23,-0.03,9.75,28.16,67.15,-24.74,268.48,65.88,32.49,12.53,3.53,1.03,0.71,19.77,1.46,-176.21,91.36,5.87
1994.3029999999999,4.98,146803.09,7.85,489.24,0.05,3.22,-0.03,9.74,28.12,67.07,-24.69,267.84,65.56,32.33,12.48,3.51,1.03,0.71,19.72,1.46,-175.73,91.19,5.87
1994.305,4.97,146602.17,7.83,489.15,0.05,3.21,-0.03,9.75,28.06,67.06,-24.62,267.08,65.24,32.18,12.42,3.5,1.03,0.71,19.65,1.45,-175.22,90.94,5.87
1994.308,4.97,146307.69,7.83,488.84,0.05,3.21,-0.03,9.76,28.04,67.04,-24.54,266.63,64.92,32.02,12.36,3.48,1.03,0.71,19.61,1.45,-174.9,90.81,5.87
1994.3110000000001,4.95,145964.62,7.82,488.4,0.05,3.2,-0.03,9.77,27.98,67.05,-24.48,265.98,64.6,31.86,12.3,3.47,1.02,0.71,19.55,1.44,-174.47,90.6,5.87
1994.3139999999999,4.94,145979.04,7.82,488.05,0.05,3.2,-0.04,9.77,27.94,66.97,-24.4,265.15,64.28,31.71,12.24,3.45,1.02,0.7,19.49,1.44,-173.88,90.35,5.87
1994.316,4.94,145547.27,7.81,487.48,0.05,3.19,-0.04,9.76,27.87,66.89,-24.3,264.27,63.96,31.55,12.18,3.44,1.02,0.7,19.42,1.43,-173.25,90.11,5.87
1994.319,4.96,145126.4,7.82,486.95,0.05,3.19,-0.04,9.75,27.8,66.82,-24.16,263.34,63.65,31.4,12.13,3.43,1.02,0.7,19.35,1.43,-172.59,89.85,5.87
1994.3220000000001,4.96,145126.4,7.82,486.95,0.05,3.19,-0.04,9.75,27.71,66.62,-24.04,262.34,63.34,31.25,12.07,3.41,1.01,0.7,19.27,1.42,-171.87,89.56,5.87
1994.325,4.96,145126.4,7.82,486.95,0.05,3.19,-0.04,9.75,27.63,66.36,-23.91,261.57,63.03,31.1,12.01,3.4,1.01,0.7,19.2,1.42,-171.31,89.35,5.87
1994.3270000000002,4.96,145126.4,7.82,486.95,0.05,3.19,-0.04,9.75,27.51,66.13,-23.76,260.55,62.72,30.94,11.96,3.38,1.01,0.7,19.11,1.41,-170.61,89.02,5.87
1994.33,4.99,146108.26,7.85,487.16,0.05,3.21,-0.03,9.73,27.57,65.95,-23.76,261.72,62.41,30.79,11.9,3.37,1.01,0.7,19.27,1.42,-171.17,89.64,5.86
1994.3329999999999,4.98,147180.84,7.84,488.1,0.05,3.23,-0.04,9.75,27.67,65.92,-23.89,262.94,62.11,30.65,11.85,3.36,1.0,0.7,19.41,1.43,-172.03,90.01,5.86
1994.336,4.99,148016.09,7.83,489.32,0.05,3.23,-0.03,9.74,27.77,65.81,-24.05,264.77,61.81,30.5,11.79,3.34,1.0,0.69,19.54,1.43,-173.33,90.53,5.87
1994.338,4.99,148098.81,7.8,490.33,0.05,3.23,-0.03,9.75,27.81,65.58,-24.11,265.67,61.51,30.35,11.73,3.33,1.0,0.69,19.57,1.44,-173.98,90.78,5.88
1994.3410000000001,4.98,148652.78,7.78,491.45,0.05,3.23,-0.03,9.76,27.91,65.33,-24.18,267.28,61.21,30.2,11.68,3.32,1.0,0.69,19.67,1.45,-175.12,91.25,5.88
1994.344,4.98,149128.75,7.76,492.43,0.05,3.23,-0.03,9.76,27.98,65.09,-24.27,268.77,60.91,30.06,11.62,3.3,1.0,0.69,19.75,1.46,-176.11,91.75,5.89
1994.3470000000002,4.98,149950.28,7.73,493.77,0.05,3.23,-0.02,9.76,28.08,64.88,-24.39,270.13,60.61,29.91,11.57,3.29,0.99,0.69,19.85,1.46,-177.1,92.13,5.89
1994.349,4.97,150686.98,7.71,495.18,0.05,3.23,-0.02,9.77,28.17,64.71,-24.46,271.68,60.31,29.76,11.52,3.28,0.99,0.69,19.93,1.47,-178.19,92.59,5.9
1994.352,4.96,151340.52,7.68,496.58,0.05,3.23,-0.02,9.78,28.23,64.49,-24.49,272.43,60.02,29.62,11.46,3.26,0.99,0.69,19.96,1.47,-178.68,92.85,5.91
1994.355,4.96,151775.63,7.65,497.64,0.05,3.22,-0.02,9.77,28.3,64.31,-24.55,273.7,59.72,29.48,11.41,3.25,0.99,0.69,20.03,1.48,-179.52,93.27,5.91
1994.358,4.96,151775.63,7.65,497.64,0.05,3.22,-0.02,9.77,28.36,64.15,-24.59,274.48,59.43,29.33,11.35,3.24,0.98,0.68,20.06,1.49,-180.0,93.57,5.91
1994.36,4.96,151775.63,7.65,497.64,0.05,3.22,-0.02,9.77,28.34,64.05,-24.61,274.24,59.14,29.19,11.3,3.22,0.98,0.68,20.01,1.48,-179.77,93.56,5.91
1994.3629999999998,4.96,151775.63,7.65,497.64,0.05,3.22,-0.02,9.77,28.28,64.0,-24.59,273.77,58.85,29.05,11.25,3.21,0.98,0.68,19.95,1.48,-179.38,93.48,5.91
1994.366,4.96,152237.34,7.66,497.72,0.05,3.23,-0.02,9.77,28.3,63.94,-24.54,273.91,58.56,28.91,11.2,3.2,0.98,0.68,19.96,1.48,-179.31,93.7,5.91
1994.368,4.97,152898.72,7.64,498.63,0.05,3.24,-0.03,9.76,28.38,63.87,-24.54,274.64,58.27,28.77,11.14,3.19,0.98,0.68,20.04,1.48,-179.7,94.03,5.91
1994.371,4.97,153581.88,7.62,500.04,0.05,3.24,-0.03,9.77,28.43,63.83,-24.56,275.54,57.99,28.63,11.09,3.17,0.97,0.68,20.08,1.49,-180.23,94.41,5.92
1994.374,4.96,154077.81,7.6,500.95,0.05,3.24,-0.03,9.78,28.44,63.84,-24.54,275.63,57.7,28.49,11.04,3.16,0.97,0.68,20.06,1.49,-180.29,94.45,5.93
1994.3770000000002,4.95,154251.47,7.58,501.61,0.05,3.23,-0.03,9.79,28.46,63.79,-24.51,276.2,57.42,28.35,10.99,3.15,0.97,0.68,20.05,1.49,-180.65,94.65,5.93
1994.379,4.94,154194.91,7.55,502.13,0.05,3.23,-0.03,9.8,28.44,63.71,-24.47,275.99,57.14,28.21,10.94,3.13,0.97,0.67,20.0,1.49,-180.49,94.6,5.94
1994.382,4.93,153963.88,7.53,501.98,0.05,3.22,-0.03,9.82,28.38,63.6,-24.42,275.35,56.85,28.07,10.88,3.12,0.96,0.67,19.93,1.48,-180.02,94.43,5.94
