,B_mag,Proton_Temp,Proton_dens,Plasma_speed,AP_ratio,Flow_pres,E,Alfven_MN,Kp,R,DST,AE_index,Proton_flux1,Proton_flux2,Proton_flux4,Proton_flux10,Proton_flux30,Proton_flux60,Ap,PC_index,AL_index,AU_index,Mag_MN
1964.029,4.17,92609.41,9.95,407.48,0.04,2.2,-0.04,9.68,19.69,16.11,-4.35,117.89,115.53,49.17,20.44,7.01,2.08,1.04,10.73,1.05,-107.04,66.23,5.85
1964.031,4.16,92555.56,9.95,407.27,0.04,2.2,-0.04,9.68,19.7,16.05,-4.33,117.83,115.57,49.16,20.44,7.0,2.08,1.04,10.73,1.05,-106.97,66.18,5.85
1964.0339999999999,4.16,92501.71,9.95,407.14,0.04,2.2,-0.04,9.68,19.68,15.99,-4.29,117.58,115.6,49.16,20.44,7.0,2.08,1.04,10.71,1.05,-106.89,66.14,5.86
1964.037,4.16,92447.86,9.94,407.01,0.04,2.2,-0.04,9.69,19.63,15.93,-4.24,117.34,115.64,49.15,20.43,7.0,2.08,1.04,10.68,1.05,-106.81,66.09,5.86
1964.04,4.16,92394.0,9.94,406.57,0.04,2.2,-0.04,9.69,19.56,15.87,-4.17,117.06,115.68,49.14,20.43,7.0,2.08,1.04,10.64,1.05,-106.74,66.04,5.86
1964.0420000000001,4.16,92340.15,9.94,406.43,0.04,2.2,-0.04,9.69,19.54,15.81,-4.06,116.81,115.72,49.13,20.43,7.0,2.08,1.04,10.62,1.05,-106.66,66.0,5.86
1964.045,4.16,92286.3,9.94,406.57,0.04,2.2,-0.04,9.7,19.61,15.75,-4.11,116.98,115.75,49.12,20.42,6.99,2.08,1.04,10.75,1.05,-106.59,65.95,5.86
1964.0479999999998,4.15,92232.45,9.93,406.99,0.04,2.2,-0.05,9.7,19.6,15.69,-4.13,116.94,115.79,49.12,20.42,6.99,2.08,1.04,10.74,1.05,-106.51,65.9,5.86
1964.0510000000002,4.15,92178.59,9.93,407.51,0.04,2.2,-0.05,9.7,19.6,15.63,-4.14,116.98,115.83,49.11,20.42,6.99,2.08,1.04,10.73,1.05,-106.44,65.86,5.86
1964.0529999999999,4.15,92124.74,9.93,408.02,0.04,2.2,-0.05,9.71,19.56,15.57,-4.15,116.85,115.87,49.1,20.41,6.99,2.08,1.04,10.71,1.05,-106.36,65.81,5.86
1964.056,4.15,92070.89,9.92,407.94,0.04,2.2,-0.05,9.71,19.53,15.51,-4.14,116.66,115.91,49.09,20.41,6.99,2.08,1.04,10.69,1.05,-106.28,65.76,5.86
1964.059,4.15,92017.04,9.92,407.74,0.04,2.2,-0.05,9.71,19.49,15.46,-4.08,116.63,115.94,49.09,20.41,6.98,2.08,1.04,10.67,1.05,-106.21,65.72,5.86
1964.0610000000001,4.15,91963.18,9.92,408.19,0.04,2.2,-0.05,9.72,19.58,15.4,-4.12,117.58,115.98,49.08,20.4,6.98,2.08,1.04,10.76,1.05,-106.13,65.67,5.86
1964.0639999999999,4.14,91909.33,9.92,408.21,0.04,2.19,-0.05,9.72,19.57,15.34,-4.15,117.47,116.02,49.07,20.4,6.98,2.07,1.04,10.74,1.05,-106.06,65.62,5.86
1964.067,4.14,91855.48,9.91,408.48,0.04,2.19,-0.05,9.72,19.63,15.33,-4.21,118.01,116.06,49.06,20.4,6.98,2.07,1.04,10.78,1.05,-105.98,65.58,5.87
1964.07,4.14,91801.63,9.91,408.62,0.04,2.19,-0.05,9.72,19.63,15.36,-4.24,118.1,116.1,49.05,20.39,6.98,2.07,1.04,10.78,1.05,-105.91,65.53,5.87
1964.0720000000001,4.14,91747.77,9.91,408.61,0.04,2.19,-0.05,9.73,19.6,15.37,-4.24,117.93,116.13,49.05,20.39,6.97,2.07,1.04,10.75,1.05,-105.83,65.48,5.87
1964.075,4.14,91693.92,9.91,408.54,0.04,2.19,-0.05,9.73,19.6,15.32,-4.23,118.11,116.17,49.04,20.39,6.97,2.07,1.04,10.75,1.05,-105.76,65.44,5.87
1964.078,4.14,91640.07,9.9,409.67,0.04,2.19,-0.05,9.73,19.67,15.26,-4.24,118.8,116.21,49.03,20.38,6.97,2.07,1.04,10.82,1.05,-105.68,65.39,5.87
1964.0810000000001,4.13,91586.22,9.9,410.75,0.04,2.19,-0.05,9.74,19.72,15.21,-4.27,119.26,116.25,49.02,20.38,6.97,2.07,1.04,10.85,1.05,-105.6,65.34,5.87
1964.0829999999999,4.13,91532.36,9.9,411.71,0.04,2.19,-0.05,9.74,19.75,15.23,-4.27,119.36,116.28,49.02,20.38,6.96,2.07,1.04,10.86,1.05,-105.53,65.29,5.87
1964.086,4.13,91478.51,9.89,412.17,0.04,2.19,-0.05,9.74,19.77,15.28,-4.31,119.6,116.32,49.01,20.37,6.96,2.07,1.04,10.87,1.05,-105.45,65.25,5.87
1964.089,4.13,91424.66,9.89,412.49,0.04,2.19,-0.05,9.75,19.81,15.31,-4.33,120.15,116.36,49.0,20.37,6.96,2.07,1.04,10.88,1.05,-105.38,65.2,5.87
1964.092,4.13,91370.81,9.89,412.77,0.04,2.19,-0.05,9.75,19.83,15.31,-4.36,120.41,116.4,48.99,20.37,6.96,2.07,1.04,10.89,1.05,-105.3,65.15,5.87
1964.094,4.13,91316.96,9.89,412.89,0.04,2.19,-0.05,9.75,19.8,15.26,-4.37,120.18,116.44,48.99,20.37,6.96,2.07,1.04,10.87,1.05,-105.23,65.11,5.87
1964.0970000000002,4.12,91263.1,9.88,412.79,0.04,2.19,-0.05,9.76,19.75,15.21,-4.35,120.05,116.47,48.98,20.36,6.95,2.07,1.04,10.84,1.05,-105.15,65.06,5.87
1964.1,4.12,91209.25,9.88,412.75,0.04,2.19,-0.05,9.76,19.78,15.15,-4.39,120.52,116.51,48.97,20.36,6.95,2.07,1.04,10.86,1.05,-105.07,65.01,5.88
1964.102,4.12,91155.4,9.88,412.77,0.04,2.19,-0.05,9.76,19.78,15.1,-4.41,120.57,116.55,48.96,20.36,6.95,2.07,1.04,10.84,1.05,-105.0,64.97,5.88
1964.105,4.12,91101.55,9.87,412.78,0.04,2.19,-0.05,9.77,19.77,15.05,-4.42,120.52,116.59,48.95,20.35,6.95,2.07,1.04,10.83,1.05,-104.92,64.92,5.88
1964.108,4.12,91047.69,9.87,412.66,0.04,2.19,-0.05,9.77,19.76,15.0,-4.42,120.51,116.63,48.95,20.35,6.95,2.07,1.04,10.81,1.05,-104.85,64.87,5.88
1964.111,4.12,90993.84,9.87,412.98,0.04,2.19,-0.05,9.78,19.73,14.94,-4.4,120.38,116.66,48.94,20.35,6.94,2.07,1.04,10.79,1.05,-104.77,64.83,5.88
1964.1129999999998,4.11,90939.99,9.87,412.74,0.04,2.19,-0.06,9.78,19.72,14.89,-4.38,120.48,116.7,48.93,20.34,6.94,2.07,1.04,10.77,1.05,-104.7,64.78,5.88
1964.116,4.11,90886.14,9.86,412.78,0.04,2.19,-0.06,9.78,19.74,14.9,-4.36,120.63,116.74,48.92,20.34,6.94,2.07,1.04,10.78,1.05,-104.62,64.73,5.88
1964.119,4.11,90832.28,9.86,413.33,0.04,2.19,-0.06,9.79,19.81,14.91,-4.37,121.25,116.78,48.92,20.34,6.94,2.07,1.04,10.83,1.05,-104.54,64.69,5.88
1964.122,4.11,90778.43,9.86,413.99,0.04,2.19,-0.06,9.79,19.84,14.91,-4.38,121.35,116.81,48.91,20.33,6.94,2.07,1.04,10.83,1.05,-104.47,64.64,5.88
1964.124,4.11,90724.58,9.86,414.41,0.04,2.19,-0.06,9.79,19.87,14.86,-4.4,121.72,116.85,48.9,20.33,6.93,2.07,1.04,10.85,1.05,-104.39,64.59,5.88
1964.1270000000002,4.1,90670.73,9.85,414.68,0.04,2.19,-0.06,9.8,19.84,14.81,-4.42,121.48,116.89,48.89,20.33,6.93,2.07,1.04,10.82,1.05,-104.32,64.55,5.88
1964.13,4.1,90616.87,9.85,414.67,0.04,2.19,-0.06,9.8,19.77,14.76,-4.41,121.17,116.93,48.88,20.32,6.93,2.06,1.04,10.79,1.05,-104.24,64.5,5.88
1964.1329999999998,4.1,90563.02,9.85,414.52,0.04,2.19,-0.06,9.8,19.74,14.75,-4.37,120.93,116.97,48.88,20.32,6.93,2.06,1.04,10.77,1.04,-104.17,64.45,5.89
1964.135,4.1,90509.17,9.84,414.47,0.04,2.19,-0.06,9.81,19.71,14.74,-4.35,120.73,117.0,48.87,20.32,6.93,2.06,1.04,10.75,1.04,-104.09,64.41,5.89
1964.138,4.1,90455.32,9.84,414.64,0.04,2.18,-0.06,9.81,19.73,14.73,-4.38,121.0,117.04,48.86,20.31,6.92,2.06,1.04,10.77,1.04,-104.01,64.36,5.89
1964.141,4.1,90401.46,9.84,414.65,0.04,2.18,-0.06,9.81,19.72,14.72,-4.41,121.06,117.08,48.85,20.31,6.92,2.06,1.04,10.75,1.04,-103.94,64.31,5.89
1964.1429999999998,4.09,90347.61,9.84,414.54,0.04,2.18,-0.06,9.82,19.7,14.68,-4.41,120.86,117.12,48.85,20.31,6.92,2.06,1.04,10.74,1.04,-103.86,64.27,5.89
1964.146,4.09,90293.76,9.83,414.37,0.04,2.18,-0.06,9.82,19.69,14.67,-4.42,120.88,117.16,48.84,20.3,6.92,2.06,1.04,10.72,1.04,-103.79,64.22,5.89
1964.149,4.09,90239.91,9.83,414.15,0.04,2.18,-0.06,9.83,19.65,14.7,-4.43,120.77,117.19,48.83,20.3,6.92,2.06,1.04,10.7,1.04,-103.71,64.17,5.89
1964.152,4.09,90186.05,9.83,413.85,0.04,2.18,-0.06,9.83,19.59,14.7,-4.41,120.49,117.23,48.82,20.3,6.91,2.06,1.04,10.67,1.04,-103.64,64.13,5.89
1964.154,4.09,90132.2,9.82,413.85,0.04,2.18,-0.06,9.83,19.62,14.7,-4.38,120.62,117.27,48.82,20.3,6.91,2.06,1.04,10.68,1.04,-103.56,64.08,5.89
1964.1570000000002,4.08,90078.35,9.82,413.88,0.04,2.18,-0.06,9.84,19.63,14.69,-4.41,120.56,117.31,48.81,20.29,6.91,2.06,1.04,10.69,1.04,-103.48,64.03,5.89
1964.16,4.08,90024.5,9.82,413.92,0.04,2.18,-0.06,9.84,19.6,14.68,-4.43,120.34,117.34,48.8,20.29,6.91,2.06,1.04,10.67,1.04,-103.41,63.99,5.89
1964.1629999999998,4.08,89970.64,9.82,414.0,0.04,2.18,-0.06,9.84,19.59,14.63,-4.42,120.26,117.38,48.79,20.29,6.91,2.06,1.04,10.65,1.04,-103.33,63.94,5.89
1964.165,4.08,89916.79,9.81,414.06,0.04,2.18,-0.06,9.85,19.59,14.59,-4.43,120.23,117.42,48.78,20.28,6.9,2.06,1.04,10.65,1.04,-103.26,63.89,5.9
1964.168,4.08,89862.94,9.81,414.07,0.04,2.18,-0.06,9.85,19.56,14.58,-4.42,120.03,117.46,48.78,20.28,6.9,2.06,1.04,10.63,1.04,-103.18,63.85,5.9
1964.171,4.08,89809.09,9.81,414.01,0.04,2.18,-0.06,9.86,19.51,14.56,-4.39,119.71,117.5,48.77,20.28,6.9,2.06,1.04,10.6,1.04,-103.11,63.8,5.9
1964.1729999999998,4.07,89755.23,9.81,414.04,0.04,2.18,-0.06,9.86,19.51,14.55,-4.35,119.61,117.53,48.76,20.27,6.9,2.06,1.04,10.59,1.04,-103.03,63.75,5.9
1964.1760000000002,4.07,89701.38,9.8,414.33,0.04,2.18,-0.06,9.86,19.55,14.51,-4.36,120.12,117.57,48.75,20.27,6.9,2.06,1.04,10.61,1.04,-102.95,63.71,5.9
1964.1789999999999,4.07,89647.53,9.8,414.49,0.04,2.18,-0.06,9.87,19.55,14.46,-4.36,120.02,117.61,48.75,20.27,6.89,2.06,1.04,10.62,1.04,-102.88,63.66,5.9
1964.182,4.07,89593.68,9.8,414.67,0.04,2.18,-0.07,9.87,19.53,14.41,-4.33,119.79,117.65,48.74,20.26,6.89,2.06,1.04,10.6,1.04,-102.8,63.61,5.9
1964.184,4.07,89539.82,9.79,414.76,0.04,2.18,-0.07,9.87,19.53,14.41,-4.32,119.77,117.69,48.73,20.26,6.89,2.06,1.04,10.59,1.04,-102.73,63.57,5.9
1964.1870000000001,4.06,89485.97,9.79,414.73,0.04,2.18,-0.07,9.88,19.5,14.4,-4.32,119.69,117.72,48.72,20.26,6.89,2.06,1.04,10.57,1.04,-102.65,63.52,5.9
1964.19,4.06,89432.12,9.79,414.89,0.04,2.18,-0.07,9.88,19.44,14.44,-4.3,119.44,117.76,48.71,20.25,6.89,2.06,1.04,10.54,1.04,-102.58,63.47,5.9
1964.193,4.06,89378.27,9.79,415.25,0.04,2.18,-0.07,9.89,19.45,14.43,-4.27,119.58,117.8,48.71,20.25,6.88,2.06,1.04,10.54,1.04,-102.5,63.43,5.9
1964.195,4.06,89324.41,9.78,415.58,0.04,2.18,-0.07,9.89,19.46,14.46,-4.28,119.68,117.84,48.7,20.25,6.88,2.05,1.04,10.54,1.04,-102.43,63.38,5.91
1964.1979999999999,4.06,89270.56,9.78,415.7,0.04,2.18,-0.07,9.89,19.44,14.48,-4.27,119.5,117.87,48.69,20.24,6.88,2.05,1.04,10.52,1.04,-102.35,63.33,5.91
1964.201,4.05,89216.71,9.78,416.02,0.04,2.18,-0.07,9.9,19.42,14.52,-4.24,119.29,117.91,48.68,20.24,6.88,2.05,1.04,10.51,1.04,-102.27,63.29,5.91
1964.204,4.05,89162.86,9.78,416.14,0.04,2.18,-0.07,9.9,19.39,14.53,-4.22,118.99,117.95,48.68,20.24,6.88,2.05,1.04,10.48,1.04,-102.2,63.24,5.91
1964.2060000000001,4.05,89109.0,9.77,416.06,0.04,2.18,-0.07,9.91,19.35,14.58,-4.19,118.74,117.99,48.67,20.23,6.87,2.05,1.04,10.46,1.04,-102.12,63.19,5.91
1964.2089999999998,4.05,89055.15,9.77,415.85,0.04,2.18,-0.07,9.91,19.31,14.63,-4.13,118.45,118.03,48.66,20.23,6.87,2.05,1.04,10.44,1.04,-102.05,63.14,5.91
1964.2120000000002,4.05,89001.3,9.77,415.78,0.04,2.18,-0.07,9.91,19.3,14.62,-4.08,118.38,118.06,48.65,20.23,6.87,2.05,1.04,10.42,1.04,-101.97,63.1,5.91
1964.214,4.04,88947.45,9.76,415.65,0.04,2.18,-0.07,9.92,19.34,14.57,-4.12,119.18,118.1,48.64,20.22,6.87,2.05,1.04,10.45,1.04,-101.9,63.05,5.91
1964.217,4.04,88893.6,9.76,415.47,0.04,2.18,-0.07,9.92,19.31,14.57,-4.14,118.93,118.14,48.64,20.22,6.87,2.05,1.04,10.43,1.04,-101.82,63.0,5.91
1964.22,4.04,88839.74,9.76,415.22,0.04,2.18,-0.07,9.93,19.26,14.56,-4.1,118.62,118.18,48.63,20.22,6.86,2.05,1.04,10.4,1.04,-101.74,62.96,5.91
1964.223,4.04,88785.89,9.76,414.99,0.04,2.17,-0.07,9.93,19.27,14.52,-4.11,118.95,118.22,48.62,20.22,6.86,2.05,1.04,10.4,1.04,-101.67,62.91,5.91
1964.225,4.04,88732.04,9.75,415.08,0.04,2.17,-0.07,9.93,19.24,14.48,-4.1,118.78,118.25,48.61,20.21,6.86,2.05,1.04,10.38,1.04,-101.59,62.86,5.91
1964.2279999999998,4.03,88678.19,9.75,415.5,0.04,2.17,-0.07,9.94,19.25,14.47,-4.08,118.72,118.29,48.61,20.21,6.86,2.05,1.04,10.38,1.04,-101.52,62.82,5.92
1964.231,4.03,88624.33,9.75,415.56,0.04,2.17,-0.07,9.94,19.22,14.42,-4.06,118.49,118.33,48.6,20.21,6.86,2.05,1.04,10.36,1.04,-101.44,62.77,5.92
1964.234,4.03,88570.48,9.75,415.77,0.04,2.17,-0.07,9.95,19.22,14.38,-4.03,118.37,118.37,48.59,20.2,6.85,2.05,1.04,10.36,1.04,-101.37,62.72,5.92
1964.236,4.03,88516.63,9.74,415.92,0.04,2.17,-0.07,9.95,19.22,14.34,-4.01,118.41,118.4,48.58,20.2,6.85,2.05,1.04,10.36,1.04,-101.29,62.68,5.92
1964.239,4.03,88462.78,9.74,415.98,0.04,2.17,-0.07,9.95,19.18,14.29,-3.99,118.19,118.44,48.58,20.2,6.85,2.05,1.04,10.34,1.04,-101.21,62.63,5.92
1964.2420000000002,4.02,88408.92,9.74,415.97,0.04,2.17,-0.07,9.96,19.17,14.25,-3.96,118.1,118.48,48.57,20.19,6.85,2.05,1.04,10.32,1.04,-101.14,62.58,5.92
1964.245,4.02,88355.07,9.73,415.93,0.04,2.17,-0.07,9.96,19.14,14.21,-3.94,117.92,118.52,48.56,20.19,6.85,2.05,1.04,10.3,1.04,-101.06,62.54,5.92
1964.247,4.02,88301.22,9.73,415.86,0.04,2.17,-0.07,9.97,19.09,14.2,-3.9,117.65,118.56,48.55,20.19,6.84,2.05,1.04,10.28,1.04,-100.99,62.49,5.92
1964.25,4.02,88247.37,9.73,415.77,0.04,2.17,-0.07,9.97,19.06,14.16,-3.85,117.44,118.59,48.54,20.18,6.84,2.05,1.04,10.26,1.04,-100.91,62.44,5.92
1964.253,4.02,88193.51,9.73,415.65,0.04,2.17,-0.08,9.97,19.06,14.12,-3.8,117.51,118.63,48.54,20.18,6.84,2.05,1.04,10.25,1.04,-100.84,62.4,5.92
1964.255,4.01,88139.66,9.72,415.64,0.04,2.17,-0.08,9.98,19.04,14.11,-3.79,117.39,118.67,48.53,20.18,6.84,2.05,1.04,10.24,1.04,-100.76,62.35,5.92
1964.2579999999998,4.01,88085.81,9.72,415.52,0.04,2.17,-0.08,9.98,19.02,14.1,-3.76,117.32,118.71,48.52,20.17,6.84,2.05,1.04,10.23,1.04,-100.68,62.3,5.92
1964.261,4.01,88031.96,9.72,415.36,0.04,2.17,-0.08,9.99,18.99,14.1,-3.74,117.1,118.74,48.51,20.17,6.83,2.05,1.04,10.21,1.04,-100.61,62.26,5.93
1964.264,4.01,87978.1,9.72,415.15,0.04,2.17,-0.08,9.99,18.95,14.12,-3.7,116.88,118.78,48.51,20.17,6.83,2.04,1.04,10.18,1.04,-100.53,62.21,5.93
1964.266,4.01,87924.25,9.71,414.89,0.04,2.17,-0.08,9.99,18.91,14.14,-3.64,116.62,118.82,48.5,20.16,6.83,2.04,1.04,10.16,1.04,-100.46,62.16,5.93
1964.269,4.0,87870.4,9.71,414.72,0.04,2.17,-0.08,10.0,18.9,14.15,-3.57,116.58,118.86,48.49,20.16,6.83,2.04,1.04,10.16,1.04,-100.38,62.12,5.93
1964.2720000000002,4.0,87816.55,9.71,414.73,0.04,2.17,-0.08,10.0,18.9,14.18,-3.55,116.57,118.9,48.48,20.16,6.83,2.04,1.04,10.15,1.04,-100.31,62.07,5.93
1964.275,4.0,87762.69,9.7,414.93,0.04,2.17,-0.08,10.01,18.89,14.18,-3.53,116.43,118.93,48.47,20.15,6.82,2.04,1.04,10.14,1.04,-100.23,62.02,5.93
1964.277,4.0,87708.84,9.7,415.31,0.04,2.17,-0.08,10.01,18.91,14.21,-3.5,116.6,118.97,48.47,20.15,6.82,2.04,1.04,10.16,1.04,-100.15,61.98,5.93
1964.28,4.0,87654.99,9.7,415.71,0.04,2.17,-0.08,10.01,18.94,14.28,-3.52,116.85,119.01,48.46,20.15,6.82,2.04,1.04,10.17,1.04,-100.08,61.93,5.93
1964.283,3.99,87601.14,9.7,415.95,0.04,2.17,-0.08,10.02,18.92,14.35,-3.52,116.68,119.05,48.45,20.15,6.82,2.04,1.04,10.16,1.04,-100.0,61.88,5.93
1964.286,3.99,87547.28,9.69,416.03,0.04,2.17,-0.08,10.02,18.92,14.44,-3.52,116.7,119.09,48.44,20.14,6.82,2.04,1.04,10.16,1.04,-99.93,61.84,5.93
1964.2879999999998,3.99,87493.43,9.69,415.95,0.04,2.17,-0.08,10.03,18.9,14.51,-3.51,116.54,119.12,48.44,20.14,6.81,2.04,1.04,10.14,1.04,-99.85,61.79,5.93
1964.2910000000002,3.99,87439.58,9.69,415.78,0.04,2.17,-0.08,10.03,18.87,14.56,-3.48,116.4,119.16,48.43,20.14,6.81,2.04,1.04,10.12,1.04,-99.78,61.74,5.93
1964.2939999999999,3.99,87385.73,9.69,415.61,0.04,2.17,-0.08,10.04,18.84,14.62,-3.46,116.17,119.2,48.42,20.13,6.81,2.04,1.04,10.1,1.04,-99.7,61.7,5.94
1964.296,3.98,87331.87,9.68,415.42,0.04,2.17,-0.08,10.04,18.82,14.65,-3.43,116.03,119.24,48.41,20.13,6.81,2.04,1.04,10.08,1.04,-99.63,61.65,5.94
1964.299,3.98,87278.02,9.68,415.23,0.04,2.17,-0.08,10.04,18.78,14.68,-3.41,115.83,119.27,48.41,20.13,6.81,2.04,1.04,10.06,1.04,-99.55,61.6,5.94
1964.3020000000001,3.98,87224.17,9.68,415.02,0.04,2.17,-0.08,10.05,18.76,14.72,-3.37,115.69,119.31,48.4,20.12,6.8,2.04,1.04,10.05,1.04,-99.47,61.56,5.94
1964.305,3.98,87170.32,9.67,414.81,0.04,2.17,-0.08,10.05,18.73,14.74,-3.35,115.52,119.35,48.39,20.12,6.8,2.04,1.04,10.03,1.04,-99.4,61.51,5.94
1964.307,3.98,87116.46,9.67,414.61,0.04,2.17,-0.08,10.06,18.7,14.77,-3.32,115.26,119.39,48.38,20.12,6.8,2.04,1.04,10.01,1.04,-99.32,61.46,5.94
1964.31,3.97,87062.61,9.67,414.42,0.04,2.17,-0.08,10.06,18.67,14.84,-3.28,115.03,119.43,48.37,20.11,6.8,2.04,1.04,9.99,1.04,-99.25,61.42,5.94
1964.3129999999999,3.97,87008.76,9.67,414.4,0.04,2.17,-0.08,10.07,18.65,14.95,-3.24,114.86,119.46,48.37,20.11,6.8,2.04,1.03,9.98,1.04,-99.17,61.37,5.94
1964.316,3.97,86954.91,9.66,414.33,0.04,2.17,-0.08,10.07,18.6,14.99,-3.21,114.61,119.5,48.36,20.11,6.79,2.04,1.03,9.95,1.04,-99.1,61.32,5.94
1964.318,3.97,86901.05,9.66,414.2,0.04,2.17,-0.08,10.07,18.57,15.03,-3.17,114.37,119.54,48.35,20.1,6.79,2.04,1.03,9.93,1.04,-99.02,61.28,5.94
1964.3210000000001,3.97,86847.2,9.66,414.01,0.04,2.16,-0.09,10.08,18.54,15.08,-3.13,114.21,119.58,48.34,20.1,6.79,2.04,1.03,9.92,1.04,-98.94,61.23,5.94
1964.3239999999998,3.96,86793.35,9.66,413.99,0.04,2.16,-0.09,10.08,18.55,15.14,-3.09,114.3,119.62,48.34,20.1,6.79,2.04,1.03,9.92,1.04,-98.87,61.18,5.94
1964.3270000000002,3.96,86739.5,9.65,414.01,0.04,2.16,-0.09,10.09,18.54,15.22,-3.07,114.17,119.65,48.33,20.09,6.79,2.04,1.03,9.91,1.04,-98.79,61.13,5.95
1964.329,3.96,86685.64,9.65,413.82,0.04,2.16,-0.09,10.09,18.51,15.29,-3.03,114.1,119.69,48.32,20.09,6.78,2.03,1.03,9.89,1.04,-98.72,61.09,5.95
1964.332,3.96,86631.79,9.65,413.63,0.04,2.16,-0.09,10.1,18.48,15.35,-3.0,113.91,119.73,48.31,20.09,6.78,2.03,1.03,9.87,1.04,-98.64,61.04,5.95
1964.335,3.95,86577.94,9.65,413.44,0.04,2.16,-0.09,10.1,18.44,15.39,-2.96,113.69,119.77,48.3,20.08,6.78,2.03,1.03,9.85,1.04,-98.57,60.99,5.95
1964.3370000000002,3.95,86524.09,9.64,413.24,0.04,2.16,-0.09,10.1,18.43,15.42,-2.92,113.53,119.8,48.3,20.08,6.78,2.03,1.03,9.84,1.04,-98.49,60.95,5.95
1964.34,3.95,86470.24,9.64,413.27,0.04,2.16,-0.09,10.11,18.45,15.44,-2.93,113.79,119.84,48.29,20.08,6.78,2.03,1.03,9.84,1.04,-98.41,60.9,5.95
1964.3429999999998,3.95,86416.38,9.64,413.31,0.04,2.16,-0.09,10.11,18.45,15.45,-2.93,113.78,119.88,48.28,20.08,6.77,2.03,1.03,9.84,1.04,-98.34,60.85,5.95
1964.346,3.95,86362.53,9.63,413.35,0.04,2.16,-0.09,10.12,18.43,15.44,-2.92,113.65,119.92,48.27,20.07,6.77,2.03,1.03,9.82,1.04,-98.26,60.81,5.95
1964.348,3.94,86308.68,9.63,413.24,0.04,2.16,-0.09,10.12,18.39,15.42,-2.9,113.42,119.96,48.27,20.07,6.77,2.03,1.03,9.8,1.04,-98.19,60.76,5.95
1964.351,3.94,86254.83,9.63,413.18,0.04,2.16,-0.09,10.13,18.4,15.38,-2.88,113.55,119.99,48.26,20.07,6.77,2.03,1.03,9.81,1.04,-98.11,60.71,5.95
1964.354,3.94,86200.97,9.63,413.2,0.04,2.16,-0.09,10.13,18.42,15.34,-2.89,113.62,120.03,48.25,20.06,6.77,2.03,1.03,9.82,1.04,-98.04,60.67,5.95
1964.3570000000002,3.94,86147.12,9.62,413.31,0.04,2.16,-0.09,10.14,18.42,15.33,-2.87,113.57,120.07,48.24,20.06,6.76,2.03,1.03,9.81,1.04,-97.96,60.62,5.95
1964.359,3.94,86093.27,9.62,413.49,0.04,2.16,-0.09,10.14,18.42,15.32,-2.85,113.45,120.11,48.24,20.06,6.76,2.03,1.03,9.8,1.04,-97.88,60.57,5.96
1964.362,3.93,86039.42,9.62,413.25,0.04,2.16,-0.09,10.14,18.39,15.31,-2.83,113.3,120.15,48.23,20.05,6.76,2.03,1.03,9.78,1.04,-97.81,60.53,5.96
1964.365,3.93,85985.56,9.62,412.94,0.04,2.16,-0.09,10.15,18.4,15.3,-2.81,113.36,120.18,48.22,20.05,6.76,2.03,1.03,9.78,1.04,-97.73,60.48,5.96
