,B_mag,Proton_Temp,Proton_dens,Plasma_speed,AP_ratio,Flow_pres,E,Alfven_MN,Kp,R,DST,AE_index,Proton_flux1,Proton_flux2,Proton_flux4,Proton_flux10,Proton_flux30,Proton_flux60,Ap,PC_index,AL_index,AU_index,Mag_MN
1981.001,4.94,99675.73,6.91,412.24,0.06,2.28,-0.03,7.56,23.74,208.32,-17.5,220.02,135.18,52.56,14.38,2.63,0.57,0.41,14.06,1.06,-123.93,95.1,5.02
1981.004,4.94,99719.33,6.91,412.32,0.06,2.28,-0.03,7.57,23.75,208.48,-17.51,220.06,138.26,53.4,14.51,2.63,0.57,0.41,14.07,1.06,-123.96,95.1,5.02
1981.007,4.94,99993.23,6.93,412.45,0.06,2.29,-0.03,7.57,23.77,208.62,-17.53,220.18,138.7,53.5,14.52,2.63,0.57,0.41,14.09,1.06,-124.02,95.16,5.03
1981.01,4.94,99936.13,6.94,412.54,0.06,2.3,-0.03,7.58,23.79,208.77,-17.55,220.29,138.74,53.51,14.52,2.63,0.57,0.41,14.1,1.06,-124.09,95.2,5.03
1981.0120000000002,4.94,99864.28,6.95,412.63,0.06,2.3,-0.03,7.58,23.82,208.84,-17.66,220.9,138.75,53.51,14.52,2.63,0.57,0.41,14.13,1.06,-124.47,95.43,5.03
1981.015,4.93,99838.98,6.95,412.62,0.06,2.3,-0.03,7.59,23.82,208.85,-17.73,221.29,138.76,53.51,14.52,2.63,0.57,0.41,14.13,1.07,-124.72,95.57,5.03
1981.0179999999998,4.93,99849.97,6.96,412.51,0.06,2.3,-0.02,7.59,23.84,208.9,-17.81,221.71,138.76,53.51,14.52,2.63,0.57,0.41,14.14,1.07,-124.96,95.75,5.03
1981.021,4.93,99869.67,6.97,412.41,0.06,2.3,-0.02,7.59,23.86,208.91,-17.87,221.92,138.76,53.51,14.52,2.63,0.57,0.41,14.15,1.07,-125.09,95.83,5.03
1981.023,4.94,99963.58,6.99,412.35,0.06,2.31,-0.02,7.59,23.9,208.89,-17.95,222.21,138.76,53.51,14.52,2.63,0.57,0.41,14.16,1.07,-125.26,95.95,5.03
1981.026,4.94,100082.12,7.0,412.29,0.06,2.31,-0.02,7.6,23.92,208.82,-18.01,222.41,138.77,53.51,14.52,2.63,0.56,0.41,14.17,1.07,-125.38,96.03,5.03
1981.029,4.94,100196.29,6.99,412.23,0.06,2.31,-0.02,7.6,23.9,208.66,-18.06,222.3,138.76,53.51,14.52,2.63,0.56,0.41,14.16,1.07,-125.33,95.97,5.02
1981.0320000000002,4.94,100271.32,7.01,412.11,0.06,2.31,-0.02,7.6,23.89,208.67,-18.05,222.11,138.73,53.51,14.52,2.63,0.56,0.41,14.18,1.07,-125.25,95.86,5.02
1981.0339999999999,4.96,100358.72,7.05,412.21,0.06,2.32,-0.03,7.59,23.93,208.72,-18.13,222.22,138.72,53.51,14.52,2.63,0.57,0.41,14.23,1.07,-125.32,95.91,5.02
1981.037,4.96,100500.92,7.05,412.33,0.06,2.32,-0.03,7.59,23.95,208.67,-18.17,222.12,138.76,53.54,14.54,2.64,0.57,0.41,14.24,1.07,-125.29,95.83,5.02
1981.04,4.96,100500.52,7.05,412.24,0.06,2.32,-0.03,7.59,23.91,208.71,-18.17,221.62,138.85,53.59,14.56,2.64,0.57,0.41,14.22,1.07,-125.03,95.59,5.03
1981.0420000000001,4.94,100546.1,7.05,412.13,0.06,2.32,-0.02,7.6,23.93,208.81,-18.25,221.87,138.95,53.64,14.57,2.65,0.57,0.41,14.23,1.07,-125.2,95.67,5.03
1981.045,4.95,100340.85,7.06,411.72,0.06,2.32,-0.02,7.6,23.86,208.81,-18.23,221.09,138.97,53.65,14.58,2.65,0.57,0.41,14.16,1.07,-124.74,95.35,5.03
1981.0479999999998,4.96,100217.51,7.08,411.21,0.06,2.32,-0.02,7.59,23.83,208.8,-18.14,220.68,139.04,53.68,14.59,2.65,0.57,0.41,14.13,1.06,-124.53,95.15,5.03
1981.0510000000002,4.96,100203.43,7.09,410.87,0.06,2.32,-0.02,7.58,23.83,208.79,-18.13,220.65,139.1,53.71,14.6,2.65,0.57,0.41,14.12,1.06,-124.53,95.13,5.02
1981.0529999999999,4.97,100184.24,7.1,410.55,0.06,2.32,-0.02,7.58,23.85,208.77,-18.15,221.09,139.14,53.72,14.6,2.65,0.57,0.41,14.15,1.07,-124.84,95.24,5.02
1981.056,4.97,100220.69,7.11,410.49,0.06,2.32,-0.01,7.58,23.89,208.88,-18.22,221.68,139.15,53.73,14.6,2.65,0.57,0.41,14.18,1.07,-125.23,95.45,5.02
1981.059,4.97,100298.02,7.12,410.55,0.06,2.33,-0.01,7.59,23.91,209.03,-18.24,221.7,139.17,53.74,14.6,2.65,0.57,0.41,14.19,1.07,-125.26,95.44,5.02
1981.0620000000001,4.97,100416.24,7.15,410.63,0.06,2.33,-0.01,7.59,23.95,209.1,-18.26,221.88,139.18,53.74,14.61,2.65,0.57,0.41,14.21,1.07,-125.35,95.53,5.03
1981.0639999999999,4.98,100585.89,7.15,410.95,0.06,2.34,-0.02,7.59,23.99,209.05,-18.29,222.05,139.19,53.74,14.61,2.65,0.57,0.41,14.23,1.07,-125.44,95.61,5.02
1981.067,4.99,100749.84,7.14,411.3,0.06,2.34,-0.02,7.58,24.01,209.01,-18.32,221.81,139.19,53.74,14.61,2.65,0.57,0.41,14.24,1.07,-125.31,95.5,5.03
1981.07,5.0,100896.15,7.13,411.66,0.06,2.34,-0.02,7.57,24.04,208.9,-18.33,221.95,144.42,54.87,14.67,2.65,0.57,0.41,14.27,1.07,-125.41,95.54,5.03
1981.0729999999999,5.0,101022.34,7.11,412.33,0.06,2.34,-0.02,7.57,24.11,208.83,-18.41,222.58,144.61,54.9,14.68,2.65,0.57,0.41,14.33,1.08,-125.82,95.76,5.03
1981.075,4.99,101155.55,7.08,412.65,0.06,2.34,-0.02,7.57,24.13,208.64,-18.52,222.9,144.61,54.89,14.67,2.65,0.57,0.41,14.36,1.08,-126.09,95.82,5.03
1981.078,4.99,101209.25,7.06,412.89,0.06,2.34,-0.02,7.57,24.12,208.46,-18.59,222.7,144.61,54.89,14.67,2.65,0.57,0.41,14.35,1.08,-126.02,95.68,5.03
1981.0810000000001,4.99,101261.78,7.05,413.02,0.06,2.33,-0.02,7.57,24.1,208.19,-18.59,222.1,144.61,54.89,14.67,2.65,0.57,0.41,14.34,1.08,-125.81,95.3,5.03
1981.0839999999998,4.99,101342.44,7.04,412.95,0.06,2.33,-0.02,7.57,24.11,207.99,-18.53,222.07,144.61,54.89,14.67,2.65,0.57,0.41,14.33,1.08,-125.94,95.15,5.03
1981.086,5.0,101578.08,7.05,413.06,0.06,2.34,-0.02,7.56,24.15,207.86,-18.56,222.44,144.65,54.93,14.7,2.67,0.57,0.41,14.37,1.08,-126.18,95.27,5.03
1981.089,5.0,101819.25,7.05,413.26,0.06,2.34,-0.02,7.56,24.18,207.7,-18.61,222.86,144.95,55.12,14.8,2.72,0.59,0.42,14.4,1.08,-126.46,95.4,5.03
1981.092,5.0,102105.89,7.06,413.55,0.06,2.34,-0.01,7.57,24.23,207.55,-18.68,223.47,146.06,55.71,15.03,2.8,0.61,0.43,14.44,1.09,-126.87,95.6,5.03
1981.095,5.01,102438.01,7.06,413.8,0.06,2.35,-0.01,7.56,24.3,207.37,-18.87,224.52,150.76,57.71,15.6,2.91,0.62,0.44,14.52,1.1,-127.52,96.0,5.03
1981.0970000000002,5.0,102806.6,7.06,413.85,0.06,2.35,-0.0,7.57,24.29,207.28,-19.0,224.67,153.08,58.84,16.06,3.12,0.71,0.49,14.53,1.1,-127.65,96.03,5.03
1981.1,5.0,103289.81,7.06,413.82,0.06,2.35,-0.01,7.59,24.29,207.34,-19.02,224.34,158.59,62.38,17.9,4.1,1.04,0.64,14.53,1.1,-127.57,95.77,5.03
1981.1029999999998,5.02,103767.35,7.1,414.17,0.06,2.38,-0.02,7.59,24.31,207.41,-19.1,223.83,167.36,66.86,19.64,4.64,1.13,0.69,14.63,1.09,-127.34,95.5,5.04
1981.105,5.02,103891.89,7.09,414.6,0.06,2.38,-0.03,7.58,24.35,207.62,-19.18,223.98,170.51,68.48,20.29,4.85,1.17,0.71,14.66,1.09,-127.52,95.47,5.04
1981.108,5.03,104042.24,7.06,415.05,0.06,2.37,-0.03,7.57,24.33,207.85,-19.24,223.64,171.62,69.07,20.54,4.93,1.18,0.72,14.65,1.09,-127.37,95.29,5.03
1981.111,5.03,104081.48,7.04,415.39,0.06,2.37,-0.04,7.56,24.37,208.04,-19.28,223.71,172.4,69.48,20.71,4.99,1.19,0.73,14.68,1.09,-127.39,95.33,5.03
1981.114,5.02,104285.04,7.05,415.52,0.06,2.37,-0.04,7.57,24.38,208.17,-19.31,223.65,172.69,69.64,20.78,5.01,1.2,0.73,14.68,1.09,-127.38,95.28,5.03
1981.116,5.02,104522.93,7.04,415.84,0.06,2.37,-0.04,7.56,24.4,208.3,-19.37,223.99,173.07,69.78,20.82,5.02,1.2,0.73,14.7,1.09,-127.64,95.36,5.03
1981.119,5.02,104942.14,7.03,416.06,0.06,2.37,-0.03,7.56,24.43,208.37,-19.53,224.22,173.28,69.84,20.84,5.02,1.2,0.73,14.78,1.1,-128.05,95.17,5.03
1981.122,5.01,105188.02,7.04,415.95,0.06,2.38,-0.03,7.57,24.44,208.33,-19.68,224.16,173.49,69.89,20.85,5.03,1.2,0.73,14.8,1.1,-128.13,95.04,5.03
1981.125,5.02,105377.73,7.05,415.91,0.06,2.38,-0.02,7.56,24.49,208.25,-19.88,224.56,173.52,69.9,20.85,5.03,1.2,0.73,14.91,1.1,-128.64,94.93,5.03
1981.1270000000002,5.03,105578.71,7.05,415.56,0.06,2.38,-0.02,7.56,24.48,208.07,-20.03,224.08,173.53,69.9,20.85,5.03,1.2,0.73,14.9,1.1,-128.4,94.69,5.02
1981.13,5.03,105790.93,7.05,415.2,0.06,2.38,-0.03,7.55,24.43,207.87,-20.06,223.12,173.53,69.91,20.86,5.03,1.2,0.73,14.82,1.09,-127.88,94.25,5.02
1981.1329999999998,5.03,105951.97,7.06,414.98,0.06,2.38,-0.03,7.55,24.4,207.67,-20.06,222.32,173.58,69.91,20.86,5.03,1.2,0.73,14.79,1.09,-127.46,93.87,5.02
1981.136,5.03,106096.01,7.08,414.89,0.06,2.39,-0.04,7.56,24.37,207.45,-20.0,221.25,173.59,69.91,20.86,5.03,1.2,0.73,14.76,1.08,-126.85,93.42,5.03
1981.138,5.04,106261.97,7.09,414.89,0.06,2.39,-0.04,7.56,24.37,207.27,-19.99,221.26,173.59,69.91,20.86,5.03,1.2,0.73,14.76,1.08,-126.86,93.41,5.03
1981.141,5.04,106539.64,7.1,415.05,0.06,2.4,-0.04,7.56,24.41,207.15,-20.0,221.53,173.59,69.91,20.86,5.03,1.2,0.73,14.79,1.08,-127.04,93.5,5.03
1981.144,5.04,106660.56,7.1,415.27,0.06,2.4,-0.04,7.56,24.42,207.11,-20.01,221.25,173.59,69.91,20.86,5.03,1.2,0.73,14.79,1.08,-126.89,93.37,5.03
1981.1470000000002,5.04,106732.47,7.11,415.45,0.06,2.4,-0.04,7.56,24.46,207.15,-20.03,221.45,173.59,69.91,20.86,5.03,1.2,0.73,14.81,1.08,-127.04,93.42,5.03
1981.149,5.05,106773.03,7.1,415.63,0.06,2.4,-0.04,7.55,24.48,207.15,-20.06,221.42,173.58,69.91,20.86,5.03,1.2,0.73,14.81,1.08,-127.01,93.42,5.03
1981.152,5.06,106834.8,7.08,415.81,0.06,2.4,-0.04,7.54,24.47,207.13,-20.09,221.28,173.55,69.91,20.86,5.03,1.2,0.73,14.81,1.08,-126.97,93.32,5.03
1981.155,5.06,106847.41,7.09,415.79,0.06,2.4,-0.04,7.54,24.47,207.23,-20.12,221.24,173.54,69.9,20.86,5.03,1.2,0.73,14.81,1.08,-126.99,93.26,5.03
1981.158,5.06,106925.78,7.09,415.78,0.06,2.41,-0.04,7.54,24.48,207.28,-20.14,221.14,173.53,69.9,20.86,5.03,1.2,0.73,14.81,1.08,-126.95,93.2,5.03
1981.16,5.07,107010.64,7.1,415.76,0.06,2.41,-0.04,7.55,24.48,207.32,-20.15,220.97,173.51,69.9,20.85,5.03,1.2,0.73,14.81,1.08,-126.9,93.08,5.03
1981.1629999999998,5.07,107102.01,7.11,415.77,0.06,2.41,-0.04,7.54,24.49,207.41,-20.19,221.14,173.45,69.88,20.85,5.03,1.2,0.73,14.82,1.08,-127.08,93.07,5.03
1981.1660000000002,5.08,107122.93,7.09,415.75,0.06,2.4,-0.04,7.54,24.47,207.4,-20.22,220.84,173.19,69.83,20.85,5.03,1.2,0.73,14.81,1.07,-127.04,92.81,5.03
1981.168,5.08,107198.44,7.09,415.75,0.06,2.4,-0.03,7.54,24.5,207.42,-20.32,221.23,173.16,69.83,20.85,5.03,1.2,0.73,14.84,1.08,-127.4,92.84,5.03
1981.171,5.08,107236.73,7.12,415.84,0.06,2.41,-0.04,7.54,24.52,207.44,-20.35,220.75,173.27,69.85,20.85,5.03,1.2,0.73,14.86,1.07,-127.18,92.58,5.04
1981.174,5.08,107342.97,7.12,415.93,0.06,2.42,-0.04,7.54,24.53,207.28,-20.36,220.74,173.33,69.86,20.85,5.03,1.2,0.73,14.86,1.07,-127.18,92.57,5.04
1981.1770000000001,5.08,107414.83,7.13,416.03,0.06,2.42,-0.03,7.55,24.57,207.15,-20.37,220.94,173.38,69.87,20.85,5.03,1.2,0.73,14.88,1.08,-127.3,92.65,5.04
1981.1789999999999,5.09,107617.34,7.16,416.26,0.06,2.43,-0.03,7.55,24.63,207.12,-20.43,221.46,175.94,70.55,20.94,5.03,1.2,0.73,14.93,1.08,-127.61,92.86,5.04
1981.182,5.1,107933.44,7.16,416.7,0.06,2.44,-0.03,7.54,24.66,207.28,-20.58,221.65,176.28,70.63,20.95,5.03,1.2,0.73,15.0,1.08,-127.79,92.87,5.04
1981.185,5.11,108160.33,7.15,417.1,0.06,2.44,-0.03,7.54,24.65,207.42,-20.67,221.56,176.46,70.67,20.95,5.03,1.2,0.73,15.0,1.08,-127.79,92.79,5.04
1981.1879999999999,5.11,108298.01,7.15,417.52,0.06,2.44,-0.03,7.53,24.71,207.6,-20.77,222.11,176.47,70.68,20.95,5.03,1.2,0.73,15.04,1.08,-128.24,92.88,5.04
1981.19,5.11,108538.5,7.15,418.01,0.06,2.44,-0.03,7.54,24.76,207.7,-20.88,222.27,176.57,70.7,20.96,5.03,1.2,0.73,15.08,1.08,-128.45,92.84,5.04
1981.193,5.12,108688.1,7.14,418.5,0.06,2.45,-0.03,7.54,24.79,207.8,-20.96,222.42,176.68,70.72,20.96,5.03,1.2,0.73,15.1,1.08,-128.62,92.82,5.05
1981.1960000000001,5.12,108786.39,7.11,419.1,0.06,2.45,-0.03,7.54,24.81,207.81,-21.04,222.54,176.7,70.72,20.96,5.03,1.2,0.73,15.13,1.08,-128.95,92.61,5.05
1981.1989999999998,5.12,108808.02,7.1,419.28,0.06,2.44,-0.03,7.53,24.85,207.82,-21.15,223.07,176.69,70.72,20.96,5.03,1.2,0.73,15.16,1.09,-129.36,92.73,5.05
1981.201,5.12,108642.61,7.09,419.2,0.06,2.44,-0.03,7.53,24.85,207.79,-21.24,223.26,176.69,70.72,20.96,5.03,1.2,0.73,15.16,1.09,-129.57,92.7,5.05
1981.204,5.12,108593.04,7.1,419.22,0.06,2.44,-0.03,7.53,24.85,207.77,-21.29,223.14,176.69,70.72,20.96,5.03,1.2,0.73,15.16,1.09,-129.63,92.52,5.05
1981.207,5.13,108534.44,7.1,419.23,0.06,2.44,-0.02,7.53,24.87,207.75,-21.36,223.35,176.69,70.72,20.96,5.03,1.2,0.73,15.18,1.09,-129.85,92.51,5.05
1981.21,5.13,108502.24,7.1,419.26,0.06,2.44,-0.02,7.52,24.9,207.71,-21.45,223.62,176.74,70.73,20.96,5.03,1.2,0.73,15.19,1.09,-130.06,92.57,5.05
1981.2120000000002,5.14,108462.2,7.09,419.17,0.06,2.44,-0.02,7.51,24.92,207.64,-21.57,224.2,177.02,70.82,20.98,5.03,1.2,0.73,15.21,1.09,-130.55,92.66,5.05
1981.215,5.14,108316.59,7.09,419.04,0.06,2.44,-0.01,7.5,24.94,207.52,-21.69,224.67,179.3,71.35,21.03,5.04,1.2,0.73,15.22,1.1,-130.89,92.79,5.05
1981.2179999999998,5.15,108269.33,7.12,419.22,0.06,2.45,-0.02,7.51,24.97,207.38,-21.69,224.51,180.64,71.58,21.05,5.04,1.2,0.73,15.25,1.1,-130.82,92.7,5.05
1981.221,5.15,108388.4,7.11,419.36,0.06,2.45,-0.02,7.5,24.98,207.18,-21.73,224.44,180.64,71.58,21.05,5.04,1.2,0.73,15.25,1.1,-130.83,92.63,5.05
1981.223,5.16,108411.32,7.1,419.5,0.06,2.45,-0.02,7.49,24.96,206.94,-21.77,224.35,180.64,71.58,21.05,5.04,1.2,0.73,15.25,1.1,-130.79,92.58,5.05
1981.226,5.16,108427.2,7.1,419.67,0.06,2.45,-0.02,7.49,24.96,206.73,-21.8,224.26,180.61,71.58,21.05,5.04,1.2,0.73,15.25,1.1,-130.76,92.51,5.05
1981.229,5.16,108409.59,7.1,419.75,0.06,2.45,-0.02,7.49,24.94,206.53,-21.82,224.12,180.57,71.56,21.05,5.04,1.2,0.73,15.25,1.1,-130.72,92.41,5.05
1981.2320000000002,5.16,108434.13,7.08,419.77,0.06,2.45,-0.03,7.49,24.88,206.29,-21.8,223.34,177.35,70.23,20.59,4.93,1.18,0.72,15.19,1.09,-130.33,92.01,5.05
1981.234,5.15,108273.9,7.09,419.69,0.06,2.45,-0.03,7.5,24.86,206.17,-21.67,223.0,167.91,66.33,19.62,4.85,1.18,0.71,15.17,1.09,-130.16,91.85,5.05
1981.237,5.15,108227.71,7.12,419.65,0.06,2.45,-0.03,7.49,24.86,206.04,-21.61,222.84,165.39,65.41,19.42,4.83,1.17,0.71,15.17,1.09,-130.07,91.78,5.06
1981.24,5.15,108242.1,7.13,419.8,0.06,2.46,-0.03,7.5,24.85,205.95,-21.54,222.31,164.98,65.24,19.38,4.83,1.17,0.71,15.16,1.09,-129.82,91.49,5.06
1981.2420000000002,5.14,108223.22,7.14,420.01,0.06,2.46,-0.03,7.51,24.87,205.93,-21.52,222.34,164.78,65.17,19.36,4.83,1.17,0.71,15.17,1.09,-129.9,91.45,5.06
1981.245,5.14,108156.08,7.15,419.9,0.06,2.47,-0.03,7.52,24.9,205.98,-21.55,222.53,164.65,65.11,19.34,4.83,1.17,0.71,15.18,1.09,-130.02,91.51,5.07
1981.2479999999998,5.14,108072.57,7.15,419.76,0.06,2.47,-0.03,7.52,24.89,206.15,-21.57,222.46,165.26,65.32,19.38,4.83,1.17,0.71,15.17,1.09,-130.01,91.46,5.07
1981.251,5.14,107873.34,7.14,419.48,0.06,2.46,-0.03,7.52,24.83,206.36,-21.58,221.92,164.53,65.08,19.33,4.83,1.17,0.71,15.08,1.09,-129.7,91.23,5.07
1981.253,5.14,107906.91,7.16,419.27,0.06,2.46,-0.03,7.52,24.81,206.61,-21.51,221.83,165.84,65.31,19.34,4.83,1.17,0.71,15.06,1.09,-129.68,91.16,5.06
1981.256,5.16,107752.07,7.19,419.06,0.06,2.47,-0.03,7.51,24.79,206.95,-21.51,221.8,165.86,65.32,19.34,4.83,1.17,0.71,15.05,1.09,-129.74,91.07,5.06
1981.259,5.16,107638.58,7.19,418.81,0.06,2.47,-0.03,7.51,24.77,207.25,-21.51,221.47,169.54,67.39,20.0,4.92,1.18,0.71,15.04,1.09,-129.57,90.9,5.06
1981.2620000000002,5.16,107597.08,7.2,418.75,0.06,2.47,-0.03,7.51,24.77,207.6,-21.5,221.38,176.86,69.86,20.4,4.94,1.18,0.71,15.04,1.09,-129.5,90.89,5.06
1981.264,5.16,107901.93,7.21,418.84,0.06,2.48,-0.03,7.52,24.81,207.92,-21.52,221.7,177.4,69.99,20.42,4.94,1.18,0.71,15.07,1.09,-129.73,90.97,5.06
1981.267,5.16,108023.7,7.22,418.92,0.06,2.48,-0.03,7.52,24.83,208.17,-21.58,221.73,177.49,70.02,20.42,4.94,1.18,0.71,15.08,1.09,-129.77,90.97,5.07
1981.27,5.16,108090.79,7.23,418.93,0.06,2.48,-0.03,7.53,24.84,208.37,-21.61,221.62,177.51,70.02,20.42,4.94,1.18,0.71,15.09,1.09,-129.69,90.93,5.07
1981.273,5.17,108133.61,7.22,418.97,0.06,2.48,-0.03,7.52,24.83,208.48,-21.64,221.39,177.51,70.02,20.42,4.94,1.18,0.71,15.09,1.09,-129.55,90.85,5.07
1981.275,5.17,108040.73,7.21,418.9,0.06,2.48,-0.03,7.52,24.79,208.47,-21.61,220.69,177.51,70.02,20.42,4.94,1.18,0.71,15.05,1.09,-129.18,90.51,5.07
1981.2779999999998,5.15,107793.94,7.24,418.82,0.06,2.48,-0.03,7.55,24.77,208.49,-21.56,220.65,177.51,70.02,20.42,4.94,1.18,0.71,15.05,1.09,-129.16,90.49,5.08
1981.281,5.16,107821.86,7.24,418.75,0.06,2.48,-0.03,7.54,24.81,208.55,-21.6,220.91,177.51,70.02,20.42,4.94,1.18,0.71,15.07,1.09,-129.35,90.57,5.07
1981.2839999999999,5.16,107684.9,7.23,418.53,0.06,2.47,-0.02,7.54,24.79,208.54,-21.64,220.74,177.51,70.02,20.42,4.94,1.18,0.71,15.05,1.09,-129.3,90.45,5.07
1981.286,5.16,107671.27,7.24,418.44,0.06,2.48,-0.03,7.54,24.78,208.5,-21.63,220.33,177.4,69.98,20.41,4.94,1.18,0.71,15.04,1.09,-129.1,90.24,5.07
1981.289,5.17,107653.08,7.24,418.41,0.06,2.48,-0.03,7.53,24.79,208.42,-21.63,220.33,177.37,69.97,20.41,4.94,1.18,0.71,15.05,1.09,-129.13,90.21,5.07
1981.2920000000001,5.17,107635.82,7.25,418.34,0.06,2.48,-0.02,7.53,24.77,208.26,-21.66,220.26,177.36,69.97,20.41,4.94,1.18,0.71,15.03,1.09,-129.12,90.15,5.07
1981.295,5.18,107672.83,7.26,418.27,0.06,2.48,-0.02,7.53,24.76,208.12,-21.65,220.14,177.36,69.97,20.4,4.94,1.18,0.71,15.03,1.09,-129.04,90.11,5.07
1981.297,5.18,107857.12,7.26,418.49,0.06,2.48,-0.02,7.52,24.76,207.78,-21.68,220.1,177.36,69.96,20.4,4.94,1.18,0.71,15.03,1.09,-129.05,90.06,5.06
1981.3,5.18,108067.04,7.26,418.59,0.06,2.48,-0.02,7.53,24.77,207.45,-21.7,220.12,177.35,69.96,20.4,4.94,1.18,0.71,15.03,1.09,-129.05,90.09,5.06
1981.3029999999999,5.18,108320.94,7.26,418.69,0.06,2.48,-0.02,7.54,24.77,207.23,-21.72,220.08,177.34,69.95,20.4,4.93,1.18,0.71,15.03,1.09,-129.02,90.06,5.06
1981.305,5.18,108556.77,7.26,418.77,0.06,2.49,-0.02,7.54,24.76,206.95,-21.73,220.05,177.32,69.95,20.4,4.94,1.18,0.71,15.03,1.09,-129.04,90.02,5.06
1981.308,5.18,108815.58,7.28,418.86,0.06,2.49,-0.02,7.53,24.79,206.76,-21.76,220.16,178.63,70.34,20.49,4.94,1.18,0.71,15.05,1.1,-129.14,90.03,5.06
1981.3110000000001,5.18,109198.63,7.27,419.28,0.06,2.5,-0.02,7.54,24.8,206.55,-21.8,220.27,182.49,71.33,20.6,4.94,1.18,0.71,15.06,1.1,-129.36,89.92,5.07
1981.3139999999999,5.18,109373.3,7.26,419.55,0.06,2.5,-0.02,7.54,24.84,206.3,-21.87,220.63,182.85,71.41,20.61,4.94,1.18,0.71,15.1,1.1,-129.64,90.0,5.07
1981.316,5.18,109752.97,7.25,419.85,0.06,2.5,-0.02,7.53,24.84,206.08,-21.9,220.58,182.91,71.43,20.61,4.94,1.18,0.71,15.1,1.1,-129.65,89.95,5.07
1981.319,5.17,109778.75,7.23,419.95,0.06,2.49,-0.02,7.53,24.8,205.8,-21.92,220.26,183.01,71.44,20.61,4.94,1.18,0.71,15.06,1.1,-129.58,89.7,5.07
1981.3220000000001,5.18,109840.21,7.22,420.06,0.06,2.49,-0.02,7.52,24.8,205.55,-21.94,220.37,183.1,71.46,20.62,4.95,1.18,0.71,15.06,1.1,-129.74,89.64,5.06
1981.325,5.18,110015.27,7.22,420.18,0.06,2.49,-0.01,7.52,24.83,205.42,-21.94,220.65,183.12,71.47,20.62,4.95,1.18,0.71,15.08,1.11,-130.04,89.62,5.06
1981.3270000000002,5.18,110229.22,7.22,420.3,0.06,2.49,-0.01,7.53,24.84,205.32,-21.98,220.6,183.09,71.46,20.62,4.95,1.18,0.71,15.09,1.11,-130.1,89.51,5.06
1981.33,5.18,110370.37,7.21,420.41,0.06,2.49,-0.01,7.53,24.84,205.19,-21.97,220.57,183.01,71.43,20.61,4.94,1.18,0.71,15.08,1.11,-130.1,89.49,5.06
1981.3329999999999,5.18,110427.91,7.22,420.56,0.06,2.49,-0.01,7.53,24.87,205.07,-21.98,220.73,182.94,71.42,20.61,4.94,1.18,0.71,15.1,1.11,-130.2,89.55,5.06
1981.336,5.18,110490.51,7.21,420.91,0.06,2.49,-0.01,7.52,24.9,205.02,-22.01,220.93,182.9,71.41,20.61,4.94,1.18,0.71,15.11,1.11,-130.33,89.61,5.06
1981.338,5.17,110549.73,7.18,421.29,0.06,2.49,-0.01,7.52,24.9,205.0,-22.01,220.87,182.88,71.4,20.61,4.94,1.18,0.71,15.1,1.11,-130.33,89.56,5.07
1981.3410000000001,5.16,110542.5,7.16,421.41,0.06,2.48,-0.01,7.52,24.86,204.98,-21.95,220.28,182.87,71.4,20.61,4.94,1.18,0.71,15.07,1.11,-129.97,89.33,5.07
1981.344,5.17,110616.56,7.16,421.4,0.06,2.48,-0.01,7.52,24.85,204.86,-21.9,220.21,182.87,71.4,20.61,4.94,1.18,0.71,15.07,1.11,-129.9,89.33,5.06
1981.3470000000002,5.17,110582.38,7.16,421.36,0.06,2.48,-0.01,7.51,24.86,204.54,-21.87,220.22,182.88,71.4,20.61,4.94,1.18,0.71,15.07,1.11,-129.88,89.36,5.06
1981.349,5.17,110483.94,7.16,421.25,0.06,2.48,-0.01,7.51,24.84,204.15,-21.84,219.95,182.92,71.41,20.61,4.94,1.18,0.71,15.06,1.11,-129.7,89.27,5.06
1981.352,5.18,110450.06,7.18,421.17,0.06,2.48,-0.01,7.51,24.82,203.74,-21.79,219.72,182.96,71.42,20.61,4.94,1.18,0.71,15.06,1.11,-129.56,89.19,5.06
1981.355,5.18,110477.95,7.19,421.1,0.06,2.49,-0.01,7.49,24.8,203.31,-21.76,219.55,182.95,71.4,20.6,4.94,1.18,0.71,15.05,1.11,-129.47,89.11,5.06
1981.358,5.19,110679.03,7.21,421.13,0.06,2.49,-0.01,7.48,24.84,202.89,-21.75,219.84,182.74,71.33,20.59,4.94,1.18,0.71,15.06,1.11,-129.7,89.17,5.05
1981.36,5.19,110840.64,7.2,421.26,0.06,2.49,-0.01,7.48,24.85,202.43,-21.76,219.97,182.56,71.28,20.58,4.94,1.18,0.71,15.07,1.11,-129.89,89.11,5.05
1981.3629999999998,5.19,111015.95,7.19,421.47,0.06,2.49,-0.01,7.49,24.85,202.07,-21.74,219.84,182.37,71.22,20.57,4.94,1.18,0.71,15.07,1.11,-129.9,88.97,5.05
1981.366,5.19,111184.05,7.18,421.7,0.06,2.49,-0.01,7.49,24.85,201.91,-21.7,219.38,182.28,71.2,20.57,4.94,1.18,0.71,15.08,1.11,-129.77,88.64,5.05
1981.368,5.18,111361.36,7.17,421.79,0.06,2.49,-0.01,7.5,24.82,201.79,-21.71,219.28,182.21,71.18,20.57,4.94,1.18,0.71,15.06,1.11,-129.75,88.56,5.05
